cost,costval,income,incomeval,quality,insured,colorhosp,code,procedure_code,description,,,,,
18.87045455,415.15,981.5391304,112877,4,55,,,,,173,409.57,74183,Mri abdomen w/o & w/dye,
19.64954545,432.29,981.5391304,112877,4,55,,,,,173,415.15,74183,Mri abdomen w/o & w/dye,
20.02318182,440.51,981.5391304,112877,4,55,,,,,173,432.29,74183,Mri abdomen w/o & w/dye,
20.19590909,444.31,981.5391304,112877,4,55,,,,,173,440.51,74183,Mri abdomen w/o & w/dye,
2.944090909,64.77,981.5391304,112877,4,55,,,,,173,444.31,74183,Mri abdomen w/o & w/dye,
3.032272727,66.71,981.5391304,112877,4,55,,,,,173,64.77,74183,Mri abdomen w/o & w/dye,
3.088181818,67.94,981.5391304,112877,4,55,,,,,173,66.71,74183,Mri abdomen w/o & w/dye,
3.180909091,69.98,981.5391304,112877,4,55,,,,,173,67.94,74183,Mri abdomen w/o & w/dye,
3.376988636,74.29375,981.5391304,112877,4,55,,,,,173,69.98,74183,Mri abdomen w/o & w/dye,
3.617045455,79.575,981.5391304,112877,4,55,,,,,173,74.29375,74183,Mri abdomen w/o & w/dye,
38.51363636,847.3,981.5391304,112877,4,55,,,,,173,79.575,74183,Mri abdomen w/o & w/dye,
0,0,850.1565217,97768,4,55,,,,,173,847.3,74183,Mri abdomen w/o & w/dye,
5.066818182,111.47,850.1565217,97768,4,55,,,,,174,0,74183,Mri abdomen w/o & w/dye,
5.874545455,129.24,850.1565217,97768,4,55,,,,,174,111.47,74183,Mri abdomen w/o & w/dye,
8.746060591,192.413333,850.1565217,97768,4,55,,,,,174,129.24,74183,Mri abdomen w/o & w/dye,
9.048181818,199.06,850.1565217,97768,4,55,,,,,174,192.413333,74183,Mri abdomen w/o & w/dye,
9.907045455,217.955,850.1565217,97768,4,55,,,,,174,199.06,74183,Mri abdomen w/o & w/dye,
10.26454545,225.82,850.1565217,97768,4,55,,,,,174,217.955,74183,Mri abdomen w/o & w/dye,
11.0925,244.035,850.1565217,97768,4,55,,,,,174,225.82,74183,Mri abdomen w/o & w/dye,
11.54568182,254.005,850.1565217,97768,4,55,,,,,174,244.035,74183,Mri abdomen w/o & w/dye,
12.45636364,274.04,850.1565217,97768,4,55,,,,,174,254.005,74183,Mri abdomen w/o & w/dye,
14.30095959,314.621111,850.1565217,97768,4,55,,,,,174,274.04,74183,Mri abdomen w/o & w/dye,
14.65909091,322.5,850.1565217,97768,4,55,,,,,174,314.621111,74183,Mri abdomen w/o & w/dye,
18.13181818,398.9,850.1565217,97768,4,55,,,,,174,322.5,74183,Mri abdomen w/o & w/dye,
18.52318182,407.51,850.1565217,97768,4,55,,,,,174,398.9,74183,Mri abdomen w/o & w/dye,
18.60090909,409.22,850.1565217,97768,4,55,,,,,174,407.51,74183,Mri abdomen w/o & w/dye,
19.03818182,418.84,850.1565217,97768,4,55,,,,,174,409.22,74183,Mri abdomen w/o & w/dye,
19.29681818,424.53,850.1565217,97768,4,55,,,,,174,418.84,74183,Mri abdomen w/o & w/dye,
19.81409091,435.91,850.1565217,97768,4,55,,,,,174,424.53,74183,Mri abdomen w/o & w/dye,
23.27318182,512.01,850.1565217,97768,4,55,,,,,174,435.91,74183,Mri abdomen w/o & w/dye,
24.25136364,533.53,850.1565217,97768,4,55,,,,,174,512.01,74183,Mri abdomen w/o & w/dye,
2.944090909,64.77,850.1565217,97768,4,55,,,,,174,533.53,74183,Mri abdomen w/o & w/dye,
3.088181818,67.94,850.1565217,97768,4,55,,,,,174,64.77,74183,Mri abdomen w/o & w/dye,
4.053181818,89.17,850.1565217,97768,4,55,,,,,174,67.94,74183,Mri abdomen w/o & w/dye,
0,0,693.8869565,79797,4,55,,,,,174,89.17,74183,Mri abdomen w/o & w/dye,
6.260324636,137.727142,693.8869565,79797,4,55,,,,,175,0,74183,Mri abdomen w/o & w/dye,
0.772045455,16.985,693.8869565,79797,4,55,,,,,175,137.727142,74183,Mri abdomen w/o & w/dye,
10.88363636,239.44,693.8869565,79797,4,55,,,,,175,16.985,74183,Mri abdomen w/o & w/dye,
17.28409091,380.25,693.8869565,79797,4,55,,,,,175,239.44,74183,Mri abdomen w/o & w/dye,
2.944090909,64.77,693.8869565,79797,4,55,,,,,175,380.25,74183,Mri abdomen w/o & w/dye,
3.032272727,66.71,693.8869565,79797,4,55,,,,,175,64.77,74183,Mri abdomen w/o & w/dye,
3.180909091,69.98,693.8869565,79797,4,55,,,,,175,66.71,74183,Mri abdomen w/o & w/dye,
3.242727273,71.34,693.8869565,79797,4,55,,,,,175,69.98,74183,Mri abdomen w/o & w/dye,
0,0,499.9130435,57490,4,55,,,,,175,71.34,74183,Mri abdomen w/o & w/dye,
5.066818182,111.47,499.9130435,57490,4,55,,,,,176,0,74183,Mri abdomen w/o & w/dye,
10.31068182,226.835,499.9130435,57490,4,55,,,,,176,111.47,74183,Mri abdomen w/o & w/dye,
10.57665582,232.686428,499.9130435,57490,4,55,,,,,176,226.835,74183,Mri abdomen w/o & w/dye,
10.78409091,237.25,499.9130435,57490,4,55,,,,,176,232.686428,74183,Mri abdomen w/o & w/dye,
11.68504868,257.071071,499.9130435,57490,4,55,,,,,176,237.25,74183,Mri abdomen w/o & w/dye,
12.41598482,273.151666,499.9130435,57490,4,55,,,,,176,257.071071,74183,Mri abdomen w/o & w/dye,
12.92863636,284.43,499.9130435,57490,4,55,,,,,176,273.151666,74183,Mri abdomen w/o & w/dye,
13.38196968,294.403333,499.9130435,57490,4,55,,,,,176,284.43,74183,Mri abdomen w/o & w/dye,
13.43,295.46,499.9130435,57490,4,55,,,,,176,294.403333,74183,Mri abdomen w/o & w/dye,
13.51227273,297.27,499.9130435,57490,4,55,,,,,176,295.46,74183,Mri abdomen w/o & w/dye,
13.87963636,305.352,499.9130435,57490,4,55,,,,,176,297.27,74183,Mri abdomen w/o & w/dye,
14.11454545,310.52,499.9130435,57490,4,55,,,,,176,305.352,74183,Mri abdomen w/o & w/dye,
1.472045455,32.385,499.9130435,57490,4,55,,,,,176,310.52,74183,Mri abdomen w/o & w/dye,
15.03147727,330.6925,499.9130435,57490,4,55,,,,,176,32.385,74183,Mri abdomen w/o & w/dye,
16.52863636,363.63,499.9130435,57490,4,55,,,,,176,330.6925,74183,Mri abdomen w/o & w/dye,
16.83,370.26,499.9130435,57490,4,55,,,,,176,363.63,74183,Mri abdomen w/o & w/dye,
17.13181818,376.9,499.9130435,57490,4,55,,,,,176,370.26,74183,Mri abdomen w/o & w/dye,
17.21939391,378.826666,499.9130435,57490,4,55,,,,,176,376.9,74183,Mri abdomen w/o & w/dye,
17.43863636,383.65,499.9130435,57490,4,55,,,,,176,378.826666,74183,Mri abdomen w/o & w/dye,
17.56477273,386.425,499.9130435,57490,4,55,,,,,176,383.65,74183,Mri abdomen w/o & w/dye,
17.71545455,389.74,499.9130435,57490,4,55,,,,,176,386.425,74183,Mri abdomen w/o & w/dye,
17.72704545,389.995,499.9130435,57490,4,55,,,,,176,389.74,74183,Mri abdomen w/o & w/dye,
18.60090909,409.22,499.9130435,57490,4,55,,,,,176,389.995,74183,Mri abdomen w/o & w/dye,
18.62409091,409.73,499.9130435,57490,4,55,,,,,176,409.22,74183,Mri abdomen w/o & w/dye,
19.14477273,421.185,499.9130435,57490,4,55,,,,,176,409.73,74183,Mri abdomen w/o & w/dye,
19.81409091,435.91,499.9130435,57490,4,55,,,,,176,421.185,74183,Mri abdomen w/o & w/dye,
19.87931818,437.345,499.9130435,57490,4,55,,,,,176,435.91,74183,Mri abdomen w/o & w/dye,
21.15772727,465.47,499.9130435,57490,4,55,,,,,176,437.345,74183,Mri abdomen w/o & w/dye,
2.944090909,64.77,499.9130435,57490,4,55,,,,,176,465.47,74183,Mri abdomen w/o & w/dye,
3.088181818,67.94,499.9130435,57490,4,55,,,,,176,64.77,74183,Mri abdomen w/o & w/dye,
3.408181818,74.98,499.9130435,57490,4,55,,,,,176,67.94,74183,Mri abdomen w/o & w/dye,
3.699696955,81.393333,499.9130435,57490,4,55,,,,,176,74.98,74183,Mri abdomen w/o & w/dye,
3.489545455,76.77,688.2173913,79145,4,55,,,,,176,81.393333,74183,Mri abdomen w/o & w/dye,
3.180909091,69.98,595.2434783,68453,4,55,,,,,177,76.77,74183,Mri abdomen w/o & w/dye,
10.78045455,237.17,473.3565217,54436,4,55,,,,,18,69.98,74183,Mri abdomen w/o & w/dye,
10.81647727,237.9625,473.3565217,54436,4,55,,,,,180,237.17,74183,Mri abdomen w/o & w/dye,
12.949,284.878,473.3565217,54436,4,55,,,,,180,237.9625,74183,Mri abdomen w/o & w/dye,
0.810636364,17.834,310.3304348,35688,4,55,,,,,181,0,74183,Mri abdomen w/o & w/dye,
3.04,66.88,310.3304348,35688,4,55,,,,,181,17.834,74183,Mri abdomen w/o & w/dye,
3.8,83.6,310.3304348,35688,4,55,,,,,181,66.88,74183,Mri abdomen w/o & w/dye,
71.34090909,1569.5,414.6086957,47680,4,55,,,,,181,83.6,74183,Mri abdomen w/o & w/dye,
3.088181818,67.94,414.6086957,47680,4,55,,,,,187,1569.5,74183,Mri abdomen w/o & w/dye,
5.596931818,123.1325,504.973913,58072,4,55,,,,,187,67.94,74183,Mri abdomen w/o & w/dye,
9.261590909,203.755,504.973913,58072,4,55,,,,,189,123.1325,74183,Mri abdomen w/o & w/dye,
12.28363636,270.24,504.973913,58072,4,55,,,,,189,203.755,74183,Mri abdomen w/o & w/dye,
18.13181818,398.9,504.973913,58072,4,55,,,,,189,270.24,74183,Mri abdomen w/o & w/dye,
3.242727273,71.34,504.973913,58072,4,55,,,,,189,398.9,74183,Mri abdomen w/o & w/dye,
3.326818182,73.19,504.973913,58072,4,55,,,,,189,71.34,74183,Mri abdomen w/o & w/dye,
3.088181818,67.94,796.8608696,91639,4,55,,,,,189,73.19,74183,Mri abdomen w/o & w/dye,
83.42590909,1835.37,730.9652174,84061,4,55,,,,,288,0,74183,Mri abdomen w/o & w/dye,
12.28363636,270.24,730.9652174,84061,4,55,,,,,288,1835.37,74183,Mri abdomen w/o & w/dye,
20.19590909,444.31,730.9652174,84061,4,55,,,,,288,270.24,74183,Mri abdomen w/o & w/dye,
2.821818182,62.08,730.9652174,84061,4,55,,,,,288,444.31,74183,Mri abdomen w/o & w/dye,
3.088181818,67.94,730.9652174,84061,4,55,,,,,288,62.08,74183,Mri abdomen w/o & w/dye,
4.053181818,89.17,730.9652174,84061,4,55,,,,,288,67.94,74183,Mri abdomen w/o & w/dye,
1.621363636,35.67,432.2782609,49712,4,55,,,,,288,89.17,74183,Mri abdomen w/o & w/dye,
22.66454545,498.62,609.4608696,70088,4,55,,,,,297,35.67,74183,Mri abdomen w/o & w/dye,
4.053181818,89.17,609.4608696,70088,4,55,,,,,299,498.62,74183,Mri abdomen w/o & w/dye,
0,0,432.2782609,49712,4,55,,,,,299,89.17,74183,Mri abdomen w/o & w/dye,
47.41022727,1043.025,432.2782609,49712,4,55,,,,,319,0,74183,Mri abdomen w/o & w/dye,
53.27454545,1172.04,432.2782609,49712,4,55,,,,,319,1043.025,74183,Mri abdomen w/o & w/dye,
80.98318182,1781.63,432.2782609,49712,4,55,,,,,319,1172.04,74183,Mri abdomen w/o & w/dye,
8.247424227,181.443333,432.2782609,49712,4,55,,,,,319,1781.63,74183,Mri abdomen w/o & w/dye,
91.49363636,2012.86,432.2782609,49712,4,55,,,,,319,181.443333,74183,Mri abdomen w/o & w/dye,
1.744772727,38.385,432.2782609,49712,4,55,,,,,319,2012.86,74183,Mri abdomen w/o & w/dye,
17.9101515,394.023333,432.2782609,49712,4,55,,,,,319,38.385,74183,Mri abdomen w/o & w/dye,
18.56354545,408.398,432.2782609,49712,4,55,,,,,319,394.023333,74183,Mri abdomen w/o & w/dye,
18.60090909,409.22,432.2782609,49712,4,55,,,,,319,408.398,74183,Mri abdomen w/o & w/dye,
20.48636364,450.7,432.2782609,49712,4,55,,,,,319,409.22,74183,Mri abdomen w/o & w/dye,
21.61918182,475.622,432.2782609,49712,4,55,,,,,319,450.7,74183,Mri abdomen w/o & w/dye,
3.326818182,73.19,432.2782609,49712,4,55,,,,,319,475.622,74183,Mri abdomen w/o & w/dye,
3.489545455,76.77,432.2782609,49712,4,55,,,,,319,73.19,74183,Mri abdomen w/o & w/dye,
0,0,508.2695652,58451,4,55,,,,,319,76.77,74183,Mri abdomen w/o & w/dye,
11.31545455,248.94,508.2695652,58451,4,55,,,,,32,0,74183,Mri abdomen w/o & w/dye,
19.03954545,418.87,508.2695652,58451,4,55,,,,,32,248.94,74183,Mri abdomen w/o & w/dye,
19.45,427.9,508.2695652,58451,4,55,,,,,32,418.87,74183,Mri abdomen w/o & w/dye,
2.120606045,46.653333,508.2695652,58451,4,55,,,,,32,427.9,74183,Mri abdomen w/o & w/dye,
2.944090909,64.77,508.2695652,58451,4,55,,,,,32,46.653333,74183,Mri abdomen w/o & w/dye,
3.180909091,69.98,508.2695652,58451,4,55,,,,,32,64.77,74183,Mri abdomen w/o & w/dye,
4.053181818,89.17,508.2695652,58451,4,55,,,,,32,69.98,74183,Mri abdomen w/o & w/dye,
20.02181818,440.48,643.0521739,73951,4,55,,,,,322,0,74183,Mri abdomen w/o & w/dye,
3.489545455,76.77,643.0521739,73951,4,55,,,,,323,440.48,74183,Mri abdomen w/o & w/dye,
10.71454545,235.72,539.9304348,62092,4,55,,,,,326,0,74183,Mri abdomen w/o & w/dye,
17.585,386.87,539.9304348,62092,4,55,,,,,326,235.72,74183,Mri abdomen w/o & w/dye,
17.85840909,392.885,539.9304348,62092,4,55,,,,,326,386.87,74183,Mri abdomen w/o & w/dye,
18.13181818,398.9,539.9304348,62092,4,55,,,,,326,392.885,74183,Mri abdomen w/o & w/dye,
2.944090909,64.77,539.9304348,62092,4,55,,,,,326,398.9,74183,Mri abdomen w/o & w/dye,
3.570681818,78.555,539.9304348,62092,4,55,,,,,326,64.77,74183,Mri abdomen w/o & w/dye,
4.053181818,89.17,539.9304348,62092,4,55,,,,,326,78.555,74183,Mri abdomen w/o & w/dye,
8.141136364,179.105,530.3913043,60995,4,55,,,,,348,0,74183,Mri abdomen w/o & w/dye,
9.613181818,211.49,530.3913043,60995,4,55,,,,,348,179.105,74183,Mri abdomen w/o & w/dye,
1.544090909,33.97,530.3913043,60995,4,55,,,,,348,211.49,74183,Mri abdomen w/o & w/dye,
16.28227273,358.21,530.3913043,60995,4,55,,,,,348,33.97,74183,Mri abdomen w/o & w/dye,
3.088181818,67.94,530.3913043,60995,4,55,,,,,348,358.21,74183,Mri abdomen w/o & w/dye,
17.28409091,380.25,516.0782609,59349,4,55,,,,,348,67.94,74183,Mri abdomen w/o & w/dye,
3.088181818,67.94,701.7391304,80700,4,55,,,,,38,380.25,74183,Mri abdomen w/o & w/dye,
11.90636364,261.94,693.8869565,79797,4,55,,,,,39,67.94,74183,Mri abdomen w/o & w/dye,
5.32,117.04,497.9217391,57261,4,55,,,,,45,261.94,74183,Mri abdomen w/o & w/dye,
5.066818182,111.47,330.2608696,37980,4,55,,,,,48,117.04,74183,Mri abdomen w/o & w/dye,
12.72022727,279.845,330.2608696,37980,4,55,,,,,50,111.47,74183,Mri abdomen w/o & w/dye,
16.29909091,358.58,642.3391304,73869,4,55,,,,,50,279.845,74183,Mri abdomen w/o & w/dye,
2.026590909,44.585,642.3391304,73869,4,55,,,,,51,358.58,74183,Mri abdomen w/o & w/dye,
4.053181818,89.17,642.3391304,73869,4,55,,,,,51,44.585,74183,Mri abdomen w/o & w/dye,
20.19590909,444.31,530.3913043,60995,4,55,,,,,51,89.17,74183,Mri abdomen w/o & w/dye,
4.053181818,89.17,530.3913043,60995,4,55,,,,,57,444.31,74183,Mri abdomen w/o & w/dye,
9.906818182,217.95,436.9043478,50244,4,55,,,,,57,89.17,74183,Mri abdomen w/o & w/dye,
0.981363636,21.59,673.3391304,77434,4,55,,,,,59,217.95,74183,Mri abdomen w/o & w/dye,
17.28409091,380.25,572.1130435,65793,4,55,,,,,64,21.59,74183,Mri abdomen w/o & w/dye,
0,0,516.0782609,59349,4,55,,,,,71,380.25,74183,Mri abdomen w/o & w/dye,
0.736022727,16.1925,516.0782609,59349,4,55,,,,,73,0,74183,Mri abdomen w/o & w/dye,
7.532954545,165.725,516.0782609,59349,4,55,,,,,73,16.1925,74183,Mri abdomen w/o & w/dye,
1.029393909,22.646666,516.0782609,59349,4,55,,,,,73,165.725,74183,Mri abdomen w/o & w/dye,
14.62727273,321.8,516.0782609,59349,4,55,,,,,73,22.646666,74183,Mri abdomen w/o & w/dye,
15.06590909,331.45,516.0782609,59349,4,55,,,,,73,321.8,74183,Mri abdomen w/o & w/dye,
15.855,348.81,516.0782609,59349,4,55,,,,,73,331.45,74183,Mri abdomen w/o & w/dye,
10.8525,238.755,670.0434783,77055,4,55,,,,,73,348.81,74183,Mri abdomen w/o & w/dye,
10.96431818,241.215,670.0434783,77055,4,55,,,,,76,238.755,74183,Mri abdomen w/o & w/dye,
12.92863636,284.43,670.0434783,77055,4,55,,,,,76,241.215,74183,Mri abdomen w/o & w/dye,
17.28409091,380.25,670.0434783,77055,4,55,,,,,76,284.43,74183,Mri abdomen w/o & w/dye,
10.14536364,223.198,693.8869565,79797,4,55,,,,,76,380.25,74183,Mri abdomen w/o & w/dye,
11.56704545,254.475,693.8869565,79797,4,55,,,,,79,223.198,74183,Mri abdomen w/o & w/dye,
4.458636364,98.09,693.8869565,79797,4,55,,,,,79,254.475,74183,Mri abdomen w/o & w/dye,
3.242727273,71.34,479.5565217,55149,4,55,,,,,79,98.09,74183,Mri abdomen w/o & w/dye,
15.35863636,337.89,595.8347826,68521,4,55,,,,,83,71.34,74183,Mri abdomen w/o & w/dye,
0,0,427.5391304,49167,4,55,,,,,85,337.89,74183,Mri abdomen w/o & w/dye,
3.088181818,67.94,427.5391304,49167,4,55,,,,,90,0,74183,Mri abdomen w/o & w/dye,
10.78045455,237.17,329.5304348,37896,4,55,,,,,90,67.94,74183,Mri abdomen w/o & w/dye,
18.61681818,409.57,329.5304348,37896,4,55,,,,,93,237.17,74183,Mri abdomen w/o & w/dye,
3.489545455,76.77,573.4782609,65950,4,55,,,,,93,409.57,74183,Mri abdomen w/o & w/dye,
1.516136364,33.355,414.6086957,47680,4,55,,,,,94,76.77,74183,Mri abdomen w/o & w/dye,
16.95454545,373,414.6086957,47680,4,55,,,,,95,33.355,74183,Mri abdomen w/o & w/dye,
