cost,quality,discharge,income,provider_id,provider
259,2451,397,1112,250049,BEACHAM MEMORIAL HOSPITAL
309,1680,397,2297,130065,MOUNTAIN VIEW HOSPITAL
537,179,397,2622,50075,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND
402,1734,400,2711,380082,PROVIDENCE MILWAUKIE HOSPITAL
397,465,400,2279,60036,ARKANSAS VALLEY REGIONAL MEDICAL CENTER
225,2684,400,2344,30107,ARIZONA SPINE AND JOINT HOSPITAL
360,2583,400,975,10120,MONROE COUNTY HOSPITAL
412,2236,400,939,10059,LAWRENCE MEDICAL CENTER
466,2536,400,1850,190025,SAVOY MEDICAL CENTER
379,2477,400,1549,240071,DISTRICT ONE HOSPITAL
474,2279,407,1063,440051,MCNAIRY REGIONAL HOSPITAL
408,673,408,557,510082,SUMMERSVILLE REGIONAL MEDICAL CENTER
435,2606,408,1942,370203,"COMMUNITY HOSPITAL, LLC"
338,2625,410,956,10034,COMMUNITY HOSPITAL INC
446,1555,411,1485,160013,TRINITY MUSCATINE
334,2721,411,1288,360263,INSTITUTE FOR ORTHOPAEDIC SURGERY
697,106,411,2642,50167,SAN JOAQUIN GENERAL HOSPITAL
702,992,414,1997,450822,LAS COLINAS MEDICAL CENTER
447,1650,415,2156,450187,SCOTT & WHITE HOSPITAL BRENHAM
341,421,415,758,110073,DORMINY MEDICAL CENTER
436,1090,417,2327,460011,CASTLEVIEW HOSPITAL
538,1441,418,2388,320086,LOVELACE REGIONAL HOSPITAL - ROSWELL
575,1393,418,2781,20024,CENTRAL PENINSULA GENERAL HOSPITAL
418,2521,418,712,110109,EMANUEL MEDICAL CENTER
395,1498,421,1116,110132,MEMORIAL HOSPITAL AND MANOR
375,1555,421,2702,380038,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER
492,1734,421,2291,530002,CAMPBELL COUNTY MEMORIAL HOSPITAL
509,2684,421,2498,50234,SHARP CORONADO HOSPITAL AND HLTHCR CTR
460,1775,425,2319,460003,SALT LAKE REGIONAL MEDICAL CENTER
504,2257,425,2729,380040,ST CHARLES MEDICAL CENTER - REDMOND
457,2238,425,957,10126,TROY REGIONAL MEDICAL CENTER
149,2725,425,1793,170187,SALINA SURGICAL HOSPITAL
468,2736,429,1870,190278,SPECIALISTS HOSPITAL SHREVEPORT
484,2158,429,2220,450539,COVENANT HOSPITAL PLAINVIEW
741,106,429,2596,50008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP
586,2486,432,2151,450005,MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL
374,1734,433,1947,370029,CLINTON REGIONAL HOSPITAL
650,2397,433,953,10150,L V STABLER MEMORIAL HOSPITAL
228,2672,435,392,390314,COORDINATED HEALTH ORTHOPEDIC HOSPITAL
526,2429,436,254,330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS
356,2365,436,1784,170027,PRATT REGIONAL MEDICAL CENTER
716,1090,438,2206,670079,"LAKEWAY REGIONAL MEDICAL CENTER, LLC"
421,2413,438,1341,150091,PARKVIEW HUNTINGTON HOSPITAL
388,1344,438,1258,360046,MCCULLOUGH-HYDE MEMORIAL HOSPITAL
572,2453,438,668,420103,VILLAGE HOSPITAL
293,1966,442,969,10062,WIREGRASS MEDICAL CENTER
614,463,442,2492,50435,FALLBROOK HOSPITAL DISTRICT
352,574,444,1040,440057,CLAIBORNE MEDICAL CENTER
507,2257,445,1755,260228,MERCY MCCUNE BROOKS HOSPITAL
532,1813,446,2286,60054,COMMUNITY HOSPITAL
196,2716,447,1770,170188,KANSAS CITY ORTHOPAEDIC INSTITUTE
439,1734,447,1272,360013,WILSON MEMORIAL HOSPITAL
381,2754,447,1506,520194,ORTHOPAEDIC HOSPITAL OF WISCONSIN
365,2583,447,1106,250036,GEORGE REGIONAL HEALTH SYSTEM
489,2365,451,671,420037,GHS-HILLCREST MEMORIAL HOSPITAL
268,1961,451,1751,260102,TRUMAN MEDICAL CENTER LAKEWOOD
433,2468,453,1599,430097,SANFORD ABERDEEN MEDICAL CENTER
486,331,453,1121,180024,SPRING VIEW HOSPITAL
391,2125,453,951,10069,MEDICAL CENTER BARBOUR
481,2606,456,1710,140161,SAINT JAMES HOSPITAL
405,1734,457,1375,230241,ST JOHN RIVER DISTRICT HOSPITAL
487,294,458,570,340036,NOVANT HEALTH FRANKLIN MEDICAL CENTER
396,2280,458,87,470011,BRATTLEBORO MEMORIAL HOSPITAL
329,788,460,1104,250085,MARION GENERAL HOSPITAL
464,2344,461,1194,360197,MARY RUTAN HOSPITAL
514,2453,461,1761,170009,SAINT JOHN HOSPITAL
372,1156,463,1431,230015,THREE RIVERS HEALTH
303,1555,463,343,390199,PUNXSUTAWNEY AREA HOSPITAL
862,1038,463,2511,50298,BARSTOW COMMUNITY HOSPITAL
683,213,466,2436,50091,COMMUNITY HOSPITAL OF HUNTINGTON PARK
627,1498,466,719,110189,FANNIN REGIONAL HOSPITAL
313,2610,468,1012,440007,UNITED REGIONAL MEDICAL CENTER
416,2365,468,1290,360058,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL
708,882,470,2630,50296,HAZEL HAWKINS MEMORIAL HOSPITAL
249,2397,471,1928,370158,PURCELL MUNICIPAL HOSPITAL
720,39,472,2027,450379,DALLAS MEDICAL CENTER
510,843,472,352,390266,GROVE CITY MEDICAL CENTER
513,2569,474,1550,240059,REGINA HOSPITAL
488,1393,475,1496,520116,UW HEALTH PARTNERS  WATERTOWN REGIONAL MED CTR
437,1213,476,1293,360071,VAN WERT COUNTY HOSPITAL
607,2504,476,2271,60004,PLATTE VALLEY MEDICAL CENTER
478,1923,476,1764,170014,RANSOM MEMORIAL HOSPITAL
709,1213,479,2121,670075,ST LUKE'S HOSPITAL AT THE VINTAGE
368,2181,479,1146,180053,FLEMING COUNTY HOSPITAL
557,2344,481,1777,170058,MERCY HOSPITAL-FORT SCOTT
517,1090,482,333,390160,CANONSBURG GENERAL HOSPITAL
501,2568,482,408,390192,TYLER MEMORIAL HOSPITAL
339,2521,484,1090,250124,MAGEE GENERAL HOSPITAL
325,2095,484,1430,230096,STURGIS HOSPITAL
362,331,486,1745,260160,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY
505,791,486,1958,370099,HILLCREST HOSPITAL CUSHING
600,294,486,2219,450099,PAMPA REGIONAL MEDICAL CENTER
564,791,489,2014,450833,ENNIS REGIONAL MEDICAL CENTER
647,39,489,2610,50276,CONTRA COSTA REGIONAL MEDICAL CENTER
491,2468,491,1342,150146,PARKVIEW NOBLE HOSPITAL
924,152,491,123,310118,MEADOWLANDS HOSPITAL MEDICAL CENTER
369,2389,493,1029,440180,JELLICO COMMUNITY HOSPITAL
687,179,493,1800,170175,WESTERN PLAINS MEDICAL COMPLEX
844,215,493,2592,50055,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS
424,2521,493,2318,460044,ALTA VIEW HOSPITAL
502,2212,497,2034,450080,TITUS REGIONAL MEDICAL CENTER
642,1555,497,2041,450475,ETMC HENDERSON
452,294,499,1912,40069,GREAT RIVER MEDICAL CENTER
1001,152,500,2117,670019,UNIVERSITY GENERAL HOSPITAL
440,2562,500,1553,240018,MAYO CLINIC HEALTH SYSTEM IN RED WING
382,2024,500,1031,440110,FORT LOUDON MEDICAL CENTER
459,1213,500,1066,440020,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI
411,2433,500,2331,460007,VALLEY VIEW MEDICAL CENTER
480,1441,500,2285,60071,DELTA COUNTY MEMORIAL HOSPITAL
540,1813,500,2716,380022,SAMARITAN ALBANY GENERAL HOSPITAL
287,2736,507,664,420102,GHS PATEWOOD MEMORIAL HOSPITAL
367,517,508,1982,370048,MCCURTAIN MEMORIAL HOSPITAL
621,2521,509,1491,520206,AURORA MEDICAL CENTER
571,2521,510,1860,190242,ST ELIZABETH HOSPITAL
606,1038,510,672,420019,CHESTER REGIONAL MEDICAL CENTER
579,729,512,319,390157,OHIO VALLEY GENERAL HOSPITAL
529,1600,513,631,420069,CLARENDON MEMORIAL HOSPITAL
736,1961,513,1747,260214,BELTON REGIONAL MEDICAL CENTER
364,106,515,2375,320061,GALLUP INDIAN MEDICAL CENTER
779,1090,516,2503,50054,SAN GORGONIO MEMORIAL HOSPITAL
432,1881,516,1877,190116,MOREHOUSE GENERAL HOSPITAL
645,1966,516,1920,40001,SILOAM SPRINGS REGIONAL HOSPITAL
244,2257,519,1988,370178,MEMORIAL HOSPITAL
469,2497,519,2211,450177,UVALDE MEMORIAL HOSPITAL
522,1923,521,2699,120011,KAISER FOUNDATION HOSPITAL
556,2095,522,632,420053,NEWBERRY COUNTY MEMORIAL HOSPITAL
546,2280,523,1524,520034,AURORA MEDICAL CTR MANITOWOC COUNTY
656,673,524,134,310058,BERGEN REGIONAL MEDICAL CENTER
620,840,525,729,110045,BARROW REGIONAL MEDICAL CENTER
308,2780,526,1004,440218,SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY
565,1213,526,2329,460013,MOUNTAIN VIEW HOSPITAL
552,1555,528,1025,440050,TAKOMA REGIONAL HOSPITAL
541,2212,528,1905,40137,ST VINCENT MEDICAL CENTER/NORTH
423,2389,530,1145,180079,HARRISON MEMORIAL HOSPITAL
419,1441,531,1253,360089,MERCY TIFFIN HOSPITAL
667,2057,532,1782,170017,SUSAN B ALLEN MEMORIAL HOSPITAL
567,2299,533,2062,450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE
666,1,534,2481,50758,MONTCLAIR HOSPITAL MEDICAL CENTER
191,2709,535,1813,280127,LINCOLN SURGICAL HOSPITAL
520,1344,535,337,390039,SOMERSET HOSPITAL
380,1680,537,1899,40015,MENA REGIONAL HEALTH SYSTEM
465,1732,538,528,490127,BUCHANAN GENERAL HOSPITAL
494,1156,539,1926,370054,GRADY MEMORIAL HOSPITAL
597,2261,539,1499,520204,WHEATON FRANCISCAN HEALTHCARE FRANKLIN
735,673,539,2392,320065,LEA REGIONAL MEDICAL CENTER
640,2299,542,2049,450580,EAST TEXAS MEDICAL CENTER CROCKETT
547,1774,542,965,10146,RMC JACKSONVILLE
477,2322,544,1062,440109,HARDIN MEDICAL CENTER
428,943,544,286,330229,BROOKS MEMORIAL HOSPITAL
543,2614,544,2554,50357,GOLETA VALLEY COTTAGE HOSPITAL
822,35,547,2620,50320,HIGHLAND HOSPITAL
602,2699,547,1995,450853,BAYLOR MEDICAL CENTER AT FRISCO
625,2626,549,1844,190263,HEART HOSPITAL OF LAFAYETTE
587,2344,549,2407,290006,BANNER CHURCHILL COMMUNITY HOSPITAL
387,1923,551,1718,140059,JERSEY COMMUNITY HOSPITAL
336,2125,551,1436,230093,SPECTRUM HEALTH BIG RAPIDS HOSPITAL
646,2125,553,1731,140294,CROSSROADS COMMUNITY HOSPITAL
351,2672,553,487,490094,BON SECOURS RICHMOND COMMUNITY HOSPITAL
415,2212,553,361,390056,J C BLAIR MEMORIAL HOSPITAL
976,331,556,2518,50089,COMMUNITY HOSPITAL OF SAN BERNARDINO
536,2521,557,1593,240052,LAKE REGION HEALTHCARE CORPORATION
393,2365,558,1481,160008,KEOKUK AREA HOSPITAL
414,2709,558,1964,370216,TULSA SPINE & SPECIALTY HOSPITAL
577,2725,558,1882,190298,CENTRAL LOUISIANA SURGICAL HOSPITAL
773,673,558,2515,50517,VICTOR VALLEY GLOBAL MEDICAL CENTER
399,1923,562,1798,170191,GREAT BEND REGIONAL HOSPITAL
617,2444,563,1372,150022,FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE
742,2486,563,2577,50732,FRESNO HEART AND SURGICAL HOSPITAL
533,1600,565,2766,500033,SAMARITAN HOSPITAL
618,2057,565,1552,240069,OWATONNA HOSPITAL
752,2125,565,2046,450690,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER
714,1555,568,2163,450082,CHRISTUS SPOHN HOSPITAL BEEVILLE
516,1493,569,2053,450573,CHRISTUS JASPER MEMORIAL HOSPITAL
580,1923,570,2512,50140,KAISER FOUNDATION HOSPITAL FONTANA
770,2181,571,1852,190003,DAUTERIVE HOSPITAL
456,1680,572,541,510077,WILLIAMSON MEMORIAL HOSPITAL
771,2299,573,861,100319,FLORIDA HOSPITAL WESLEY CHAPEL
652,1344,573,653,420062,CHESTERFIELD GENERAL HOSPITAL
493,2238,575,718,110051,UNION GENERAL HOSPITAL
761,179,575,2383,320003,ALTA VISTA REGIONAL HOSPITAL
563,623,575,2292,530006,SHERIDAN MEMORIAL HOSPITAL
914,992,578,2582,50248,NATIVIDAD MEDICAL CENTER
463,1441,578,355,390093,CLARION HOSPITAL
549,257,580,282,330033,"CHENANGO MEMORIAL HOSPITAL, INC"
525,2299,580,1480,160122,FORT MADISON COMMUNITY HOSPITAL
500,2280,582,2216,670004,ST MARKS MEDICAL CENTER
539,2095,583,697,110015,TANNER MEDICAL CENTER VILLA RICA
749,2095,584,1991,450840,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN
679,2095,585,1489,520038,AURORA MEDICAL CTR WASHINGTON COUNTY
711,2024,586,1804,280105,CHI HEALTH MIDLANDS
518,1555,586,1027,440031,ROANE MEDICAL CENTER
555,1734,588,2069,450565,PALO PINTO GENERAL HOSPITAL
461,2497,588,1470,160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME
608,1498,588,1196,360156,MEMORIAL HOSPITAL
898,465,588,2424,50373,LAC+USC MEDICAL CENTER
443,2057,592,973,10099,D W MCMILLAN MEMORIAL HOSPITAL
593,2238,592,341,390217,EXCELA HEALTH FRICK HOSPITAL
632,1734,594,1493,520044,ST NICHOLAS HOSPITAL
891,215,595,2613,50773,SAN LEANDRO HOSPITAL
506,1966,596,970,10021,DALE MEDICAL CENTER
503,2746,597,1499,520205,MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL
545,2444,597,1195,360029,WOOD COUNTY HOSPITAL
604,2238,597,1359,150064,FAYETTE REGIONAL HEALTH SYSTEM
603,623,600,1350,150072,MEMORIAL HOSPITAL
410,2713,600,1516,520095,SAUK PRAIRIE HOSPITAL
551,1992,600,1447,230133,OTSEGO MEMORIAL HOSPITAL
512,2322,600,1576,240064,GRAND ITASCA CLINIC AND HOSPITAL
508,1261,600,1011,440102,LINCOLN MEDICAL CENTER
358,2658,600,1101,250043,NESHOBA COUNTY GENERAL HOSPITAL
657,992,606,1902,40080,HARRIS HOSPITAL
588,1344,606,2386,320016,GILA REGIONAL MEDICAL CENTER
644,2365,608,725,110032,STEPHENS COUNTY HOSPITAL
449,2024,609,1970,370065,CRAIG GENERAL HOSPITAL
519,1923,610,1457,160032,SKIFF MEDICAL CENTER
385,2721,610,376,390325,OSS ORTHOPAEDIC HOSPITAL
573,2626,612,933,10045,FAYETTE MEDICAL CENTER
870,517,612,1823,190274,OCHSNER MEDICAL CENTER-KENNER LLC
471,882,612,2215,450370,COLUMBUS COMMUNITY HOSPITAL
648,1555,612,2136,450465,MATAGORDA REGIONAL MEDICAL CENTER
576,2579,616,1592,240101,ESSENTIA HEALTH ST MARYS - DETROIT LAKES
948,1775,617,2258,60028,SAINT JOSEPH HOSPITAL
930,82,617,859,100211,BAYFRONT HEALTH DADE CITY
611,2597,619,2323,460015,LOGAN REGIONAL HOSPITAL
441,2754,620,2224,450875,QUAIL CREEK SURGICAL HOSPITAL
623,2453,620,1540,520017,ST JOSEPHS HOSPITAL
445,2024,622,1405,230118,HURON MEDICAL CENTER
521,2212,622,1734,140210,HARRISBURG MEDICAL CENTER
824,2212,622,2546,50589,PLACENTIA LINDA HOSPITAL
570,1685,625,1886,190099,AVOYELLES HOSPITAL
676,1992,626,1519,520041,DIVINE SAVIOR HEALTHCARE
706,1393,627,1801,170023,ST CATHERINE HOSPITAL
598,2280,628,1170,180066,LOGAN MEMORIAL HOSPITAL
772,1038,628,2507,50279,HI-DESERT MEDICAL CENTER
578,2536,630,1198,360270,MERCY HOSPITAL OF DEFIANCE
734,1734,630,1929,370211,INTEGRIS CANADIAN VALLEY  HOSPITAL
633,2261,632,266,330079,ADIRONDACK MEDICAL CENTER
622,574,632,2567,50110,LOMPOC VALLEY MEDICAL CENTER
659,2486,634,743,110153,PERRY HOSPITAL
499,2736,634,577,340049,NORTH CAROLINA SPECIALTY HOSPITAL
651,2299,634,1298,150104,WITHAM HEALTH SERVICES
595,2699,634,1595,430089,SIOUXLAND SURGERY CENTER LIMITED PARTNERSHIP
890,1038,638,2139,670053,ST LUKE'S SUGAR LAND HOSPITAL
754,1213,638,942,10157,SHOALS HOSPITAL
751,152,640,2414,290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL
619,1441,641,1171,180004,MUHLENBERG COMMUNITY HOSPITAL
613,574,642,572,340159,PERSON MEMORIAL HOSPITAL
568,2057,643,513,490089,CARILION FRANKLIN MEMORIAL HOSPITAL
728,2433,644,521,490038,SMYTH COUNTY COMMUNITY HOSPITAL
850,421,644,1033,440067,LAKEWAY REGIONAL HOSPITAL
417,2056,644,1579,240019,ESSENTIA HEALTH DULUTH
389,2599,644,2190,450654,STARR COUNTY MEMORIAL HOSPITAL
882,1211,648,2527,50684,MENIFEE VALLEY MEDICAL CENTER
894,1344,649,2249,60116,GOOD SAMARITAN MEDICAL CENTER
612,2413,649,1197,360121,COMMUNITY HOSPITALS AND WELLNESS CENTERS
739,2261,649,1039,440084,SWEETWATER HOSPITAL ASSOCIATION
594,882,649,571,340127,GRANVILLE HEALTH SYSTEMS
515,574,649,359,390198,MILLCREEK COMMUNITY HOSPITAL
470,1498,654,1907,40072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART
660,2343,655,1897,40153,WADLEY REGIONAL MEDICAL CENTER AT HOPE
584,791,655,1186,360170,BERGER HOSPITAL
809,843,655,324,390114,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM
450,2633,655,2320,460049,THE ORTHOPEDIC SPECIALTY HOSPITAL
681,2521,659,1114,250050,OCH REGIONAL MEDICAL CENTER
574,1813,660,936,10086,NORTHWEST MEDICAL CENTER
879,1555,661,407,390072,BERWICK HOSPITAL CENTER
626,791,662,396,390019,PALMERTON HOSPITAL
694,1309,662,274,330115,ONEIDA HEALTHCARE CENTER
371,1813,662,986,10112,BRYAN W. WHITFIELD MEMORIAL HOSPITAL
690,1992,662,642,420039,WALLACE THOMSON HOSPITAL
699,2565,666,2093,450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL
596,1498,666,2703,380001,MID-COLUMBIA MEDICAL CENTER
674,882,668,694,110042,WELLSTAR PAULDING HOSPITAL
721,1344,669,977,10169,ATMORE COMMUNITY HOSPITAL
634,623,670,525,490088,BEDFORD MEMORIAL HOSPITAL
715,1881,671,1122,180016,JEWISH HOSPITAL - SHELBYVILLE
727,943,671,2705,380021,TUALITY COMMUNITY HOSPITAL
629,2595,673,1084,250044,BAPTIST MEMORIAL HOSPITAL BOONEVILLE
766,1881,673,243,330088,EASTERN LONG ISLAND HOSPITAL
746,1881,673,1542,520198,AURORA MEDICAL CTR OSHKOSH
688,1393,676,1521,520076,BEAVER DAM COMMUNITY HOSPITAL
740,943,677,2141,450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL
401,2582,677,1878,190081,WEST CARROLL MEMORIAL HOSPITAL
590,2549,677,1866,190114,CLAIBORNE MEMORIAL MEDICAL CENTER
974,1090,677,1996,450885,CENTENNIAL MEDICAL CENTER
868,257,681,1091,250084,NATCHEZ REGIONAL MEDICAL CENTER
631,1600,682,1131,180092,CLARK REGIONAL MEDICAL CENTER
511,2603,682,2098,450754,HAMILTON GENERAL HOSPITAL
635,882,682,1586,240166,MAYO CLINIC HEALTH SYSTEM - FAIRMONT
790,1153,685,192,330086,MONTEFIORE MOUNT VERNON HOSPITAL
807,1852,686,1054,440061,VOLUNTEER COMMUNITY HOSPITAL
695,1600,687,2731,380052,"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC"
534,882,687,2375,320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES
560,257,689,563,340096,LEXINGTON MEMORIAL HOSPITAL INC
781,51,690,210,330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER
530,2158,691,1102,250077,WAYNE GENERAL HOSPITAL
859,1992,692,1233,360150,SUMMA WESTERN RESERVE HOSPITAL
703,2444,692,2015,450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN
668,2477,692,2308,460023,AMERICAN FORK HOSPITAL
834,1810,695,2415,50018,PACIFIC ALLIANCE MEDICAL CENTER
566,2365,695,1129,180064,SAINT JOSEPH MOUNT STERLING
583,673,695,548,510013,REYNOLDS MEMORIAL HOSPITAL
986,106,698,435,390132,ST JOSEPH'S HOSPITAL
927,1775,699,868,100069,FLORIDA HOSPITAL CARROLLWOOD
819,331,700,869,100255,TAMPA COMMUNITY HOSPITAL
581,2057,700,722,110041,HABERSHAM COUNTY MEDICAL CTR
963,2261,700,2627,50131,NOVATO COMMUNITY HOSPITAL
649,2280,703,474,490123,RAPPAHANNOCK GENERAL HOSPITAL
1069,1090,703,1153,180078,PAUL B HALL REGIONAL MEDICAL CENTER
729,1992,703,1154,180139,KENTUCKY RIVER MEDICAL CENTER
722,2497,703,1520,520057,ST CLARE HOSPITAL
855,1966,707,1203,360259,BAY PARK COMMUNITY HOSPITAL
615,1441,707,1292,360032,GRAND LAKE HEALTH SYSTEM
628,1966,707,1120,180138,BAPTIST HEALTH LA GRANGE
998,465,710,847,100234,WEST PALM HOSPITAL
833,1309,710,1274,360026,GREENE MEMORIAL HOSPITAL
398,2631,710,1989,670073,METHODIST HOSPITAL FOR SURGERY
747,1992,713,1339,150075,BLUFFTON REGIONAL MEDICAL CENTER
1106,106,713,2447,50771,COAST PLAZA HOSPITAL
630,623,715,1285,360014,OHIOHEALTH O'BLENESS HOSPITAL
685,2536,715,923,10130,ST VINCENT'S ST CLAIR
591,943,715,9,220098,NASHOBA VALLEY MEDICAL CENTER
968,82,718,2548,50159,VENTURA COUNTY MEDICAL CENTER
686,2508,719,1367,150175,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC
524,2397,720,1115,250067,CLAY COUNTY MEDICAL CENTER
458,1881,721,554,510038,STONEWALL JACKSON MEMORIAL HOSPITAL
544,2754,722,1602,430091,BLACK HILLS SURGICAL HOSPITAL LLP
589,1734,723,1412,230180,MIDMICHIGAN MEDICAL CENTER-CLARE
550,882,723,279,330211,CLAXTON-HEPBURN MEDICAL CENTER
768,1441,725,677,420101,COASTAL CAROLINA HOSPITAL
696,1600,725,1335,150076,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH
407,2746,727,1812,280129,NEBRASKA ORTHOPAEDIC HOSPITAL
616,2057,728,1987,370040,EASTERN OKLAHOMA MEDICAL CENTER
654,1344,729,1107,250117,HIGHLAND COMMUNITY  HOSPITAL
857,517,729,203,330205,ST ANTHONY COMMUNITY HOSPITAL
701,1555,731,757,110044,PHOEBE SUMTER MEDICAL CENTER
926,331,732,1944,370097,SOUTHWESTERN MEDICAL CENTER
691,2606,733,1548,240020,CAMBRIDGE MEDICAL CENTER
845,421,734,2237,450653,SCENIC MOUNTAIN MEDICAL CENTER
569,465,735,265,330084,ALICE HYDE MEDICAL CENTER
756,729,736,2694,120004,WAHIAWA GENERAL HOSPITAL
601,2691,737,2135,670012,HOUSTON ORTHOPEDIC AND SPINE HOSPITAL
678,1261,738,1892,190007,NATCHITOCHES REGIONAL MEDICAL CENTER
700,2389,739,591,340037,CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN
1114,729,740,2120,450716,CYPRESS FAIRBANKS MEDICAL CENTER
959,1038,741,2210,450867,SETON NORTHWEST HOSPITAL
710,1650,741,1584,240044,WINONA HEALTH SERVICES
605,2565,741,626,340087,THE MCDOWELL HOSPITAL
662,2653,744,2261,60124,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS
838,1441,745,735,110039,TRINITY HOSPITAL OF AUGUSTA
975,421,746,2477,50597,FOOTHILL PRESBYTERIAN HOSPITAL
933,729,747,2367,30117,VALLEY VIEW MEDICAL CENTER
592,2125,747,1532,520033,RIVERVIEW HOSPITAL ASSOC
885,127,749,641,420043,NOVANT HEALTH GAFFNEY MEDICAL CENTER
1121,39,749,2453,50727,COMMUNITY HOSPITAL OF LONG BEACH
680,1498,751,1270,360044,WAYNE HOSPITAL
692,1393,752,1439,230110,MEMORIAL MEDICAL CENTER OF WEST MICHIGAN
789,2468,753,1858,190050,BEAUREGARD MEMORIAL HOSPITAL
479,788,753,1981,370100,CHOCTAW MEMORIAL HOSPITAL
900,2322,753,1993,670068,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND
895,2238,756,2100,670080,SETON MEDICAL CENTER HARKER HEIGHTS
655,1213,756,354,390163,ACMH HOSPITAL
937,517,758,1833,190014,TECHE REGIONAL MEDICAL CENTER
757,2057,758,2284,60006,MONTROSE MEMORIAL HOSPITAL
330,2659,760,1787,170183,KANSAS SURGERY & RECOVERY CENTER
641,2413,760,1541,520011,LAKEVIEW MEDICAL CENTER
609,2397,762,1249,360002,SAMARITAN REGIONAL HEALTH SYSTEM
782,1261,762,732,110004,HUTCHESON MEDICAL CENTER
1016,1775,762,819,100230,MEMORIAL HOSPITAL PEMBROKE
670,257,765,285,330073,UNITED MEMORIAL MEDICAL CENTER
818,1498,766,1000,440137,HERITAGE MEDICAL CENTER
759,35,767,181,330240,HARLEM HOSPITAL CENTER
693,2181,767,1704,140089,MC DONOUGH DISTRICT HOSPITAL
1011,1852,769,412,390035,ST LUKE'S QUAKERTOWN HOSPITAL
750,574,770,925,10101,CITIZENS BAPTIST MEDICAL CENTER
677,2754,770,764,110200,NORTHSIDE MEDICAL CENTER
451,1441,770,1896,40051,DREW MEMORIAL HOSPITAL
1046,1038,773,2239,450661,ODESSA REGIONAL HOSPITAL
788,2508,774,1180,360348,DUBLIN METHODIST HOSPITAL
786,465,774,1065,440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE
810,2125,776,1179,360210,GRADY MEMORIAL HOSPITAL
665,1852,777,1791,170145,COFFEYVILLE REGIONAL MEDICAL CENTER
803,2486,777,655,420005,MCLEOD MEDICAL CENTER - DILLON
643,574,779,1208,360109,COSHOCTON COUNTY MEMORIAL HOSPITAL
864,2299,780,1152,180128,THREE RIVERS MEDICAL CENTER
979,2024,780,821,100285,MEMORIAL HOSPITAL MIRAMAR
527,2382,782,1787,170196,"KANSAS SPINE & SPECIALTY HOSPITAL, LLC"
925,1213,783,506,490092,SOUTHAMPTON MEMORIAL HOSPITAL
815,791,784,2213,450154,VAL VERDE REGIONAL MEDICAL CENTER
653,2669,785,1347,150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC
860,1038,785,2310,460041,DAVIS HOSPITAL AND MEDICAL CENTER
764,39,787,179,330199,METROPOLITAN HOSPITAL CENTER
931,465,788,2192,670043,CEDAR PARK REGIONAL MEDICAL CENTER
673,1498,789,1426,230040,PENNOCK HOSPITAL
669,2181,789,539,510012,PLEASANT VALLEY HOSPITAL
816,2413,789,401,390183,ST LUKE'S MINERS MEMORIAL HOSPITAL
732,1441,792,940,10158,RUSSELLVILLE HOSPITAL
658,1393,792,1364,150061,DAVIESS COMMUNITY HOSPITAL
941,127,792,1673,140095,SAINT ANTHONY HOSPITAL
495,1034,792,1975,370166,WAGONER COMMUNITY HOSPITAL
748,841,796,517,490002,RUSSELL COUNTY MEDICAL CENTER
1096,257,797,2066,450596,LAKE GRANBURY MEDICAL CENTER
791,2433,797,1302,150001,JOHNSON MEMORIAL HOSPITAL
977,1,799,2471,50158,ENCINO HOSPITAL MEDICAL CENTER
