cost,discharge,quality,quality_care,quality_efficiency,patexp,outcome,provider_id,provider
0.279539007,922,0.4305,0.56,0.1,0.67,0.325,60030,MCKEE MEDICAL CENTER
0.613988068,922,0.3925,0.6625,0,0.1,0.766666667,50580,LA PALMA INTERCOMMUNITY HOSPITAL
0.449207147,923,0.299611111,0.455555556,0,0.12,0.575,140181,SOUTH SHORE HOSPITAL
0.770374045,926,0.4275,0.9,0,0.15,0.675,50230,GARDEN GROVE HOSPITAL & MEDICAL CENTER
0.098624758,928,0.332444444,0.422222222,0,0.26,0.566666667,360185,SALEM REGIONAL MEDICAL CENTER
0.854809421,928,0.243222222,0.411111111,0.1,0.12,0.35,50102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER
0.040925619,930,0.451,0.7,0.2,0.57,0.333333333,390154,PENN HIGHLANDS ELK
0.347463853,934,0.267277778,0.388888889,0.1,0.19,0.375,330215,"ROME MEMORIAL HOSPITAL, INC"
0.629515206,934,0.407,0.38,0.2,0.42,0.55,520100,BELOIT MEMORIAL HOSPITAL
0.578283602,935,0.584222222,0.911111111,0.3,0.74,0.4,260113,MISSOURI DELTA MEDICAL CENTER
0.471851722,938,0.331,0.26,0,0.29,0.64,450709,HOUSTON METHODIST ST JOHN HOSPITAL
0.226856759,938,0.367,0.6,0,0.49,0.333333333,240030,DOUGLAS COUNTY HOSPITAL
0.330961949,939,0.433333333,0.366666667,0.3,0.1,0.9,330231,QUEENS HOSPITAL CENTER
0.3799056,941,0.566333333,0.866666667,0.4,0.51,0.533333333,500002,PROVIDENCE ST MARY MEDICAL CENTER
0.44097839,941,0.443333333,0.566666667,0.4,0.3,0.533333333,490126,LEWISGALE HOSPITAL ALLEGHANY
0.787628919,944,0.393055556,0.877777778,0,0.2,0.525,390116,MERCY SUBURBAN HOSPITAL
0.23894517,944,0.260555556,0.477777778,0,0.25,0.3,110226,DEKALB MEDICAL CENTER AT HILLANDALE
0.471442558,945,0.506272727,0.836363636,0,0.53,0.6,450537,METHODIST RICHARDSON MEDICAL CENTER
0.522628641,946,0.491888889,0.844444444,0.2,0.71,0.233333333,140064,ST MARY MEDICAL CENTER
0.489775668,950,0.435555556,0.377777778,0.6,0.15,0.65,330232,ST MARY'S HOSPITAL ( TROY )
0.618733182,951,0.3495,0.46,0.2,0.3,0.425,60104,ST ANTHONY NORTH HEALTH CAMPUS
0.191710468,952,0.529,0.38,0,0.71,0.8,190013,WEST CALCASIEU CAMERON HOSPITAL
0.077587657,952,0.397277778,0.688888889,0,0.54,0.325,70003,DAY KIMBALL HOSPITAL
0.412607794,952,0.484444444,0.722222222,0.1,0.2,0.866666667,450032,GOOD SHEPHERD MEDICAL CENTER MARSHALL
0.220929278,953,0.393888889,0.444444444,0.3,0.15,0.666666667,220049,MARLBOROUGH HOSPITAL
0.424055845,955,0.277181818,0.490909091,0.1,0.19,0.34,370078,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER
0.513229387,956,0.474944444,0.922222222,0.2,0.26,0.575,180127,FRANKFORT REGIONAL MEDICAL CENTER
0.195766654,959,0.373944444,0.622222222,0.1,0.19,0.575,510047,FAIRMONT REGIONAL MEDICAL CENTER
0.260665866,961,0.335,0.4,0.6,0.1,0.35,160089,OTTUMWA REGIONAL HEALTH CENTER
0.068584024,964,0.364944444,0.222222222,0.2,0.56,0.375,360203,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER
0.046740006,966,0.594333333,0.766666667,0.6,0.47,0.6,340003,NORTHERN HOSPITAL OF SURRY COUNTY
0.743067422,967,0.277,0.57,0,0.41,0.133333333,60114,PARKER ADVENTIST HOSPITAL
0.25032556,967,0.324666667,0.633333333,0,0.46,0.2,410005,OUR LADY OF FATIMA HOSPITAL
0.932027072,968,0.307,0.49,0.5,0.03,0.333333333,50228,SAN FRANCISCO GENERAL HOSPITAL
0.740712891,970,0.366055556,0.577777778,0,0.36,0.475,450092,FORT DUNCAN MEDICAL CENTER
0.721104597,971,0.274,0.4,0.1,0.28,0.3,450124,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE
0.097379892,971,0.434166667,0.633333333,0,0.35,0.675,390219,EXCELA HEALTH LATROBE HOSPITAL
0.055702158,976,0.379555556,0.577777778,0.2,0.48,0.266666667,220095,HEYWOOD HOSPITAL
0.493362811,978,0.383,0.4,0,0.49,0.52,450271,WISE REGIONAL HEALTH SYSTEM
0.262748569,980,0.415,0.68,0,0.37,0.56,390101,MEMORIAL HOSPITAL
0.597091034,981,0.368611111,0.755555556,0,0.4,0.325,100132,SOUTH FLORIDA BAPTIST HOSPITAL
0.029401241,982,0.593666667,0.333333333,1,0.39,0.7,330197,CANTON-POTSDAM HOSPITAL
0.071560717,982,0.378888889,0.344444444,0.2,0.6,0.3,340186,VIDANT BEAUFORT HOSPITAL
0.230148124,982,0.4605,0.6,0.3,0.46,0.475,410013,WESTERLY HOSPITAL
0.559615313,983,0.405888889,0.844444444,0.1,0.49,0.233333333,10164,COOSA VALLEY MEDICAL CENTER
0.721205137,985,0.283666667,0.333333333,0.1,0.19,0.466666667,10038,STRINGFELLOW MEMORIAL HOSPITAL
0.06599992,986,0.545,0.49,0.6,0.31,0.78,270057,BOZEMAN DEACONESS HOSPITAL
0.698220712,990,0.237,0.21,0,0.3,0.35,450035,ST JOSEPH MEDICAL CENTER
0.880291219,992,0.433222222,0.811111111,0,0.57,0.333333333,310069,INSPIRA MEDICAL CENTER ELMER
0.406357122,993,0.560833333,0.966666667,0,0.55,0.675,190144,MINDEN MEDICAL CENTER
0.282159427,995,0.297909091,0.454545455,0.3,0.39,0.1,150059,RIVERVIEW HEALTH
0.103050542,997,0.690333333,0.766666667,0.6,0.69,0.7,520002,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT
0.298511403,998,0.578888889,0.844444444,0.6,0.6,0.366666667,240104,ST FRANCIS REGIONAL MEDICAL CENTER
0.179953504,999,0.345444444,0.622222222,0,0.27,0.466666667,230207,MCLAREN OAKLAND
0.789790558,999,0.300090909,0.845454545,0,0.37,0.066666667,60014,PRESBYTERIAN ST LUKES MEDICAL CENTER
0.133464396,1001,0.401333333,0.566666667,0,0.56,0.4,360065,FISHER-TITUS HOSPITAL
0.003759489,1004,0.426777778,0.388888889,0.4,0.63,0.266666667,360036,WOOSTER COMMUNITY HOSPITAL
0.551009831,1004,0.459,0.41,0,0.39,0.866666667,440176,INDIAN PATH MEDICAL CENTER
0.765607235,1007,0.384863636,0.781818182,0.1,0.37,0.325,190205,THE REGIONAL MEDICAL CENTER OF ACADIANA
0.868618491,1008,0.387454545,0.527272727,0,0.29,0.65,50191,ST MARY MEDICAL CENTER
0.38879074,1008,0.478666667,0.633333333,0.3,0.44,0.533333333,500053,KENNEWICK GENERAL HOSPITAL
0.074552099,1009,0.421666667,0.533333333,0.3,0.35,0.5,230080,MCLAREN CENTRAL MICHIGAN
0.556284184,1012,0.366111111,0.555555556,0,0.35,0.5,140120,PEKIN MEMORIAL HOSPITAL
0.138287148,1019,0.512,0.8,0.3,0.54,0.433333333,440132,HENRY COUNTY MEDICAL CENTER
0.717448403,1019,0.503444444,0.622222222,0.2,0.68,0.45,420089,EAST COOPER MEDICAL CENTER
0.295715616,1021,0.491666667,0.533333333,0.5,0.41,0.54,120005,HILO MEDICAL CENTER
0.599784524,1023,0.495,0.3,0.6,0.45,0.6,140012,KATHERINE SHAW BETHEA HOSPITAL
0.327278308,1024,0.388222222,0.911111111,0,0.42,0.266666667,490116,LEWISGALE HOSPITAL PULASKI
0.281257392,1024,0.538888889,0.544444444,0,0.9,0.533333333,200020,YORK HOSPITAL
0.368449147,1025,0.437181818,0.490909091,0.3,0.43,0.5,360037,ST VINCENT CHARITY MEDICAL CENTER
0.180608881,1029,0.551,0.67,0,0.77,0.62,390147,MONONGAHELA VALLEY HOSPITAL
0.156072544,1031,0.497,0.9,0.1,0.39,0.6,110105,COLQUITT REGIONAL MEDICAL CENTER
0.72991751,1031,0.506666667,0.533333333,0.5,0.55,0.45,50272,REDLANDS COMMUNITY HOSPITAL
0.087717196,1034,0.515727273,0.863636364,0.5,0.56,0.25,520202,ST CLARES HOSPITAL OF WESTON
0.381653233,1035,0.387444444,0.422222222,0.4,0.41,0.333333333,230005,EMMA L BIXBY MEDICAL CENTER
0.777050789,1037,0.229666667,0.433333333,0.2,0.11,0.233333333,50292,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER
0.227617339,1037,0.421444444,0.722222222,0.2,0.54,0.25,200034,ST MARYS REGIONAL MEDICAL CENTER
0.534301664,1039,0.396444444,0.122222222,0,0.79,0.45,520208,ST MARYS JANESVILLE HOSPITAL
0.68338069,1039,0.367888889,0.244444444,0.2,0.33,0.6,250042,NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER
0.72984634,1041,0.352777778,0.488888889,0,0.2,0.65,50329,CORONA REGIONAL MEDICAL CENTER
0.544037495,1042,0.389,0.62,0.2,0.55,0.2,260193,ST MARY'S MEDICAL CENTER
0.736637395,1043,0.384444444,0.522222222,0.2,0.35,0.45,50636,POMERADO HOSPITAL
0.416736537,1043,0.500090909,0.845454545,0.8,0.37,0.2,380020,MCKENZIE-WILLAMETTE MEDICAL CENTER
0.522268644,1047,0.362777778,0.888888889,0.1,0.25,0.3,100276,BROWARD HEALTH CORAL SPRINGS
0.220383585,1050,0.3235,0.5,0.3,0.22,0.325,340051,WATAUGA MEDICAL CENTER
0.171942727,1051,0.304,0.5,0,0.24,0.44,390032,ALLEGHENY VALLEY HOSPITAL
0.065927355,1052,0.566888889,0.744444444,0.5,0.66,0.4,230058,MUNSON HEALTHCARE GRAYLING HOSPITAL
0.78993152,1057,0.2035,0.2,0,0.07,0.475,50468,MEMORIAL HOSPITAL OF GARDENA
0.514919459,1058,0.473,0.73,0,0.44,0.65,140304,ADVENTIST BOLINGBROOK HOSPITAL
0.17535391,1058,0.614777778,0.388888889,0.5,0.89,0.566666667,410008,SOUTH COUNTY HOSPITAL INC
0.175582869,1060,0.436666667,0.633333333,0.6,0.3,0.333333333,200063,PENOBSCOT BAY MEDICAL CENTER
0.407880705,1062,0.718,0.56,0.7,0.82,0.733333333,120006,CASTLE MEDICAL CENTER
0.851035278,1062,0.2915,0.76,0,0.29,0.175,290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER
0.416094886,1063,0.501111111,0.955555556,0.2,0.42,0.48,140052,OSF SAINT ANTHONY'S HEALTH CENTER
0.583123021,1063,0.216181818,0.390909091,0,0.14,0.32,450697,SOUTHWEST GENERAL HOSPITAL
0.526586938,1064,0.462111111,0.755555556,0.1,0.21,0.76,50755,SHERMAN OAKS HOSPITAL
0.226813745,1066,0.398,0.4,0.1,0.46,0.533333333,490019,CULPEPER REGIONAL HOSPITAL
0.171797447,1068,0.519222222,0.411111111,0.5,0.39,0.733333333,230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL
0.687033835,1070,0.197,0.4,0,0.24,0.15,100206,MEMORIAL HOSPITAL OF TAMPA
0.132370515,1071,0.4465,0.85,0.4,0.43,0.225,140275,GENESIS HEALTH SYSTEM
0.531547095,1071,0.481,0.53,0,0.65,0.6,100292,SACRED HEART HOSPITAL ON THE EMERALD COAST
0.257929578,1078,0.552722222,0.611111111,0.3,0.36,0.875,430014,AVERA ST LUKES
0.555943193,1078,0.357272727,0.736363636,0,0.44,0.26,450855,HARLINGEN MEDICAL CENTER
0.854704771,1079,0.284166667,0.333333333,0,0.25,0.475,50616,ST JOHNS PLEASANT VALLEY HOSPITAL
0.210253185,1081,0.27,0.65,0,0.1,0.366666667,140103,ST BERNARD HOSPITAL
0.110226448,1082,0.4,0.54,0.5,0.34,0.3,260048,TRUMAN MEDICAL CENTER HOSPITAL HILL
0.145901666,1082,0.455222222,0.111111111,0.5,0.51,0.6,220016,BAYSTATE FRANKLIN MEDICAL CENTER
0.955911209,1087,0.361555556,0.877777778,0,0.27,0.35,100183,CORAL GABLES HOSPITAL
0.090284976,1089,0.441333333,0.366666667,0.3,0.36,0.666666667,490037,RIVERSIDE SHORE MEMORIAL HOSPITAL
0.771624971,1089,0.425909091,0.954545455,0.2,0.35,0.3,190177,LAKEVIEW REGIONAL MEDICAL CENTER
0.368073064,1090,0.396555556,0.377777778,0,0.27,0.8,140206,NORWEGIAN-AMERICAN HOSPITAL
0.236084574,1090,0.322777778,0.588888889,0.2,0.25,0.3,360234,MERCY HEALTH - WEST HOSPITAL
0.324637356,1093,0.285888889,0.544444444,0,0.59,0,450372,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE
0.699063116,1097,0.470888889,0.644444444,0.3,0.49,0.45,50498,SUTTER AUBURN FAITH HOSPITAL
0.074587056,1098,0.284333333,0.366666667,0,0.37,0.333333333,390125,WAYNE MEMORIAL HOSPITAL
0.496402457,1100,0.405,0.54,0.6,0.19,0.4,330399,ST BARNABAS HOSPITAL
0.110447317,1102,0.284222222,0.411111111,0.2,0.34,0.2,70021,WINDHAM COMM MEM HOSP & HATCH HOSP
0.727317203,1104,0.415,0.62,0,0.35,0.62,450742,LAKE POINTE MEDICAL CENTER
0.054593187,1105,0.1975,0.5,0,0.1,0.225,330006,ST JOSEPH'S MEDICAL CENTER
0.939449023,1106,0.2345,0.3875,0.2,0.34,0.05,50696,KECK HOSPITAL OF USC
0.531663181,1107,0.352,0.6,0,0.34,0.433333333,420010,CAROLINA PINES REGIONAL MEDICAL CENTER
0.021700108,1114,0.438,0.3,0.7,0.16,0.633333333,330175,"CORTLAND REGIONAL MEDICAL CENTER, INC"
0.826303048,1114,0.3105,0.45,0,0.31,0.425,250072,MERIT HEALTH CENTRAL
0.38879562,1114,0.346222222,0.211111111,0.6,0.48,0.133333333,180002,WHITESBURG ARH HOSPITAL
0.087711118,1119,0.441222222,0.511111111,0.5,0.23,0.566666667,330277,CORNING HOSPITAL
0.051169417,1120,0.322,0.8,0,0.14,0.4,220017,CARNEY HOSPITAL
0.73813833,1120,0.445666667,0.533333333,0,0.53,0.6,360262,MERCY ST ANNE HOSPITAL
0.458367238,1121,0.361888889,0.544444444,0,0.41,0.433333333,190167,MERCY REGIONAL MEDICAL CENTER
0.66596942,1121,0.310444444,0.622222222,0,0.28,0.34,340129,LAKE NORMAN REGIONAL MEDICAL CENTER
0.507404985,1123,0.369,0.6,0.1,0.23,0.533333333,450747,PALESTINE REGIONAL MEDICAL CENTER
0.826265358,1125,0.334545455,0.772727273,0,0.2,0.4,170176,OVERLAND PARK REG MED CTR
0.551519559,1126,0.449,0.9,0,0.33,0.566666667,420030,COLLETON MEDICAL CENTER
0.155932898,1127,0.456444444,0.822222222,0,0.74,0.233333333,190053,JENNINGS AMERICAN LEGION HOSPITAL
0.327949341,1127,0.416,0.94,0.1,0.36,0.333333333,490110,LEWISGALE HOSPITAL MONTGOMERY
0.241455636,1128,0.5355,0.6,0.6,0.56,0.425,520113,BAY AREA MEDICAL CENTER
0.459414628,1128,0.339888889,0.344444444,0.2,0.27,0.5,450072,BRAZOSPORT REGIONAL HEALTH SYSTEM
0.475127359,1128,0.266222222,0.211111111,0.1,0.2,0.48,10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM"
0.136588682,1129,0.354666667,0.333333333,0,0.51,0.45,150086,DEARBORN COUNTY HOSPITAL
0.622030966,1131,0.472363636,0.581818182,0.1,0.44,0.68,670077,METHODIST WEST HOUSTON HOSPITAL
0.030255956,1131,0.588222222,0.611111111,0.8,0.42,0.6,510030,DAVIS MEDICAL CENTER
0.496550317,1134,0.459,0.34,0.2,0.47,0.7,110128,MEADOWS REGIONAL MEDICAL CENTER
0.826087234,1134,0.470388889,0.644444444,0.8,0.23,0.375,50414,MERCY HOSPITAL OF FOLSOM
0.1275841,1136,0.2425,0.25,0.1,0.35,0.225,180143,SAINT JOSEPH EAST
0.555714525,1138,0.433,0.44,0,0.5,0.65,190054,IBERIA GENERAL HOSPITAL AND MEDICAL CENTER
0.07821701,1141,0.496444444,0.322222222,0.5,0.64,0.466666667,230081,MUNSON HEALTHCARE CADILLAC HOSPITAL
0.75333355,1141,0.2955,0.73,0.2,0.19,0.175,440194,TRISTAR HENDERSONVILLE MEDICAL CENTER
0.021001215,1143,0.340277778,0.288888889,0.1,0.5,0.375,230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT
0.112147973,1143,0.636,0.7,0.6,0.42,0.833333333,230022,COMMUNITY HEALTH CENTER OF BRANCH COUNTY
0.753996158,1143,0.325222222,0.411111111,0,0.11,0.7,440193,UNIVERSITY MEDICAL CENTER
0.250966904,1144,0.448777778,0.788888889,0.4,0.67,0.033333333,370023,"DUNCAN REGIONAL HOSPITAL, INC"
0.636258594,1146,0.321,0.39,0,0.31,0.5,100299,LAKEWOOD RANCH MEDICAL CENTER
0.057000123,1146,0.462444444,0.422222222,0.7,0.36,0.433333333,340024,SAMPSON REGIONAL MEDICAL CENTER
0.083647644,1147,0.391888889,0.644444444,0.5,0.11,0.433333333,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER
0.046324244,1150,0.443555556,0.677777778,0,0.36,0.666666667,360096,EAST LIVERPOOL CITY HOSPITAL
0.873931336,1151,0.515777778,0.888888889,0.1,0.71,0.35,100296,DOCTORS HOSPITAL INC
0.187659247,1155,0.296555556,0.577777778,0,0.27,0.333333333,490115,TWIN COUNTY REGIONAL HOSPITAL
0.46750955,1156,0.414888889,0.744444444,0.1,0.32,0.5,520189,AURORA MEDICAL CTR KENOSHA
0.880727357,1157,0.351727273,0.663636364,0,0.33,0.4,140184,HEARTLAND REGIONAL MEDICAL CENTER
0.147402313,1157,0.4265,0.23,0.5,0.56,0.375,180018,ST CLAIRE REGIONAL MEDICAL CENTER
0.094464979,1158,0.424777778,0.488888889,0.3,0.24,0.65,330218,OSWEGO HOSPITAL
0.019727237,1161,0.298,0.23,0.6,0.34,0.1,330307,CAYUGA MEDICAL CENTER AT ITHACA
0.455397642,1161,0.252555556,0.377777778,0,0.34,0.25,390225,EPHRATA COMMUNITY HOSPITAL
0.745722141,1162,0.312444444,0.622222222,0.1,0.36,0.2,190164,BYRD REGIONAL HOSPITAL
0.144552409,1163,0.407055556,0.577777778,0.4,0.28,0.425,330047,ST MARY'S HOSPITAL AT AMSTERDAM
0.494545848,1164,0.341818182,0.309090909,0.2,0.18,0.62,30110,ABRAZO WEST CAMPUS
0.211518728,1164,0.416181818,0.590909091,0.5,0.34,0.32,520088,ST AGNES HOSPITAL
0.119545582,1168,0.438277778,0.688888889,0.4,0.46,0.275,490130,RIVERSIDE WALTER REED HOSPITAL
0.834662807,1173,0.536111111,0.955555556,0.3,0.15,0.8,100267,ENGLEWOOD COMMUNITY HOSPITAL
0.255577426,1174,0.524111111,0.755555556,0.2,0.61,0.5,340099,VIDANT ROANOKE CHOWAN HOSPITAL
0.932278334,1174,0.382722222,0.711111111,0.1,0.31,0.425,100180,ST PETERSBURG GENERAL HOSPITAL
0.357832153,1175,0.299055556,0.577777778,0.1,0.22,0.325,30043,CANYON VISTA MEDICAL CENTER
0.749578535,1176,0.441666667,0.633333333,0,0.4,0.65,450643,DOCTORS HOSPITAL OF LAREDO
0.420821319,1177,0.340888889,0.544444444,0,0.34,0.433333333,180116,JACKSON PURCHASE MEDICAL CENTER
0.770182458,1177,0.346111111,0.555555556,0.2,0.27,0.38,320006,EASTERN NEW MEXICO MEDICAL CENTER
0.171567826,1178,0.343,0.45,0.5,0.05,0.46,330180,SAMARITAN HOSPITAL
0.646624678,1181,0.28,0.38,0,0.28,0.4,370202,HILLCREST HOSPITAL SOUTH
0.510627171,1182,0.362,0.77,0,0.36,0.333333333,140292,ADVENTIST GLENOAKS
0.846353876,1186,0.294777778,0.288888889,0,0.39,0.4,310091,MEMORIAL HOSPITAL OF SALEM COUNTY
0.852294351,1186,0.317833333,0.466666667,0.2,0.24,0.375,50236,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES
0.343782214,1188,0.3935,0.46,0.3,0.38,0.425,420020,GEORGETOWN MEMORIAL HOSPITAL
0.945611821,1188,0.348454545,0.527272727,0.3,0.31,0.3,50457,ST MARY'S MEDICAL CENTER
0.588749819,1189,0.643777778,0.588888889,0.7,0.42,0.866666667,490060,CLINCH VALLEY MEDICAL CENTER
0.654118493,1190,0.456111111,0.855555556,0,0.4,0.55,450203,WEATHERFORD REGIONAL MEDICAL CENTER
0.642584897,1194,0.472,0.69,0.2,0.56,0.42,120026,PALI MOMI MEDICAL CENTER
0.123076122,1195,0.497888889,0.544444444,0.4,0.53,0.5,200021,MID COAST HOSPITAL
0.019298016,1197,0.508055556,0.377777778,0.7,0.3,0.675,330163,EASTERN NIAGARA HOSPITAL
0.168198349,1198,0.364777778,0.188888889,0.7,0.29,0.333333333,40017,NORTH ARKANSAS REGIONAL MEDICAL CENTER
0.447366891,1198,0.363181818,0.390909091,0,0.21,0.74,80003,ST FRANCIS HOSPITAL
0.587080088,1200,0.476833333,0.866666667,0.1,0.42,0.525,180124,GREENVIEW REGIONAL HOSPITAL
0.67915757,1202,0.355666667,0.533333333,0,0.43,0.4,300005,LAKES REGION GENERAL HOSPITAL
0.468578656,1203,0.272444444,0.522222222,0,0.26,0.3,330386,CATSKILL REGIONAL MEDICAL CENTER
0.490151183,1204,0.569055556,0.777777778,0.2,0.87,0.375,340145,CAROLINAS HEALTHCARE SYSTEM LINCOLN
0.829405498,1205,0.444909091,0.754545455,0,0.34,0.64,450669,MEDICAL CENTER OF LEWISVILLE
0.935362609,1205,0.362,0.68,0.2,0.3,0.32,140125,GATEWAY REGIONAL MEDICAL CENTER
0.114525737,1206,0.48,0.47,0.7,0.44,0.38,270003,ST PETER'S HOSPITAL
0.347430184,1207,0.314636364,0.718181818,0,0.37,0.2,280125,FAITH REGIONAL HEALTH SERVICES
0.274739596,1214,0.314,0.39,0.1,0.38,0.34,130003,ST JOSEPH REGIONAL MEDICAL CENTER
0.237011441,1215,0.298,0.8,0.3,0.26,0,390178,UPMC HORIZON
0.580028371,1215,0.496,0.53,0.9,0.26,0.44,380050,SKY LAKES MEDICAL CENTER
0.449311543,1216,0.426454545,0.027272727,0.2,0.53,0.74,450876,LUBBOCK HEART HOSPITAL LP
0.746066448,1219,0.5795,0.625,0,0.74,0.775,310031,DEBORAH HEART AND LUNG CENTER
0.016733214,1220,0.374454545,0.527272727,0.4,0.41,0.22,520160,APPLETON MEDICAL CENTER
0.800743735,1222,0.551636364,0.918181818,0.1,0.66,0.5,450340,SAN ANGELO COMMUNITY MEDICAL CENTER
0.122113938,1222,0.446,0.4,0.3,0.52,0.5,370018,JANE PHILLIPS MEDICAL CENTER
0.117274382,1225,0.410090909,0.445454545,0.6,0.07,0.6,140124,JOHN H STROGER JR HOSPITAL
0.454746082,1225,0.407777778,0.388888889,0,0.55,0.55,180056,METHODIST HOSPITAL
0.645093444,1225,0.4605,0.66,0,0.52,0.575,30123,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER
0.832290804,1225,0.264545455,0.272727273,0,0.3,0.4,290053,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS
0.057235902,1226,0.601777778,0.788888889,0.5,0.48,0.666666667,510002,GREENBRIER VALLEY MEDICAL CENTER
0.4924767,1229,0.671444444,0.822222222,0.6,0.79,0.5,110023,GORDON HOSPITAL
0.760527665,1229,0.325,0.7,0.1,0.19,0.36,280030,CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER
0.888841939,1231,0.246181818,0.290909091,0.1,0.3,0.26,670056,SETON MEDICAL CENTER HAYS
0.309732129,1232,0.547666667,0.633333333,0.2,0.72,0.55,340107,VIDANT EDGECOMBE HOSPITAL
0.393563655,1240,0.354444444,0.122222222,0.4,0.5,0.333333333,140058,PASSAVANT AREA HOSPITAL
0.705102719,1241,0.251272727,0.436363636,0.1,0.3,0.18,190040,SLIDELL MEMORIAL HOSPITAL
0.897490411,1241,0.4215,0.76,0.2,0.39,0.375,670047,SIERRA PROVIDENCE EAST MEDICAL CENTER
0.561997123,1242,0.395555556,0.777777778,0,0.4,0.4,100043,MEASE DUNEDIN HOSPITAL
0.149872445,1243,0.364888889,0.544444444,0.2,0.52,0.2,10079,ATHENS-LIMESTONE HOSPITAL
0.713282035,1244,0.104954545,0.327272727,0.1,0.04,0.025,290007,UNIVERSITY MEDICAL CENTER
0.029497621,1246,0.341166667,0.133333333,0.5,0.29,0.425,330103,OLEAN GENERAL HOSPITAL
0.650860057,1249,0.327,0.48,0,0.35,0.42,260062,SAINT LUKES NORTHLAND HOSPITAL
0.36262194,1252,0.279166667,0.233333333,0,0.25,0.525,360078,ROBINSON MEMORIAL HOSPITAL
0.490022664,1253,0.440388889,0.844444444,0,0.58,0.325,360239,SYCAMORE MEDICAL CENTER
0.813500889,1255,0.284,0.2,0,0.18,0.633333333,290012,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS
0.850851835,1259,0.4285,0.5,0,0.32,0.775,100099,LAKE WALES MEDICAL CENTER
0.156640151,1259,0.404888889,0.444444444,0.3,0.52,0.333333333,180027,MURRAY-CALLOWAY COUNTY HOSPITAL
0.628361295,1261,0.33,0.72,0,0.44,0.18,60012,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER
0.662769443,1262,0.2075,0.26,0.2,0.16,0.225,450130,NIX HEALTH CARE SYSTEM
0.61922096,1265,0.241636364,0.418181818,0,0.26,0.266666667,450039,JPS HEALTH NETWORK
0.834966516,1266,0.435,0.79,0.2,0.65,0.14,450484,WOODLAND HEIGHTS MEDICAL CENTER
0.38026366,1268,0.378,0.72,0,0.44,0.34,390002,UPMC MCKEESPORT
0.754561859,1268,0.352555556,0.477777778,0,0.39,0.466666667,450587,BROWNWOOD REGIONAL MEDICAL CENTER
0.372717468,1269,0.427,0.78,0.2,0.41,0.36,150026,IU HEALTH GOSHEN HOSPITAL
0.112202396,1270,0.311666667,0.633333333,0.2,0.25,0.233333333,340064,WILKES REGIONAL MEDICAL CENTER
0.761678925,1272,0.331272727,0.336363636,0,0.28,0.6,50678,ORANGE COAST MEMORIAL MEDICAL CENTER
0.20355545,1274,0.424888889,0.744444444,0.4,0.32,0.333333333,180050,HARLAN ARH HOSPITAL
0.007200959,1277,0.459333333,0.866666667,0.2,0.42,0.4,360010,UNION HOSPITAL
0.853000279,1278,0.447818182,0.709090909,0.3,0.44,0.38,50232,FRENCH HOSPITAL MEDICAL CENTER
0.0583489,1280,0.216277778,0.188888889,0,0.22,0.375,390016,JAMESON MEMORIAL HOSPITAL
0.098600363,1284,0.332777778,0.288888889,0.1,0.35,0.5,390048,GEISINGER-LEWISTOWN HOSPITAL
0.094679997,1289,0.522222222,0.611111111,0.2,0.5,0.7,340123,RANDOLPH HOSPITAL
0.270772138,1293,0.408222222,0.311111111,0.2,0.52,0.5,150069,KING'S DAUGHTERS' HEALTH
0.070789402,1296,0.508888889,0.244444444,0.7,0.6,0.466666667,10061,HIGHLANDS MEDICAL CENTER
0.201908688,1296,0.6255,0.88,0.5,0.54,0.625,230072,HOLLAND COMMUNITY HOSPITAL
0.638105107,1303,0.285590909,0.445454545,0,0.38,0.275,140018,MT SINAI HOSPITAL MEDICAL CENTER
0.957384961,1306,0.308,0.67,0,0.24,0.34,50002,ST ROSE HOSPITAL
0.563551244,1306,0.573777778,0.788888889,0.1,0.72,0.6,100266,GULF BREEZE HOSPITAL
0.682712798,1309,0.397681818,0.890909091,0.1,0.29,0.375,170182,MENORAH MEDICAL CENTER
0.03100076,1310,0.300666667,0.033333333,0.3,0.16,0.62,330239,WOMAN'S CHRISTIAN ASSOCIATION
0.157987584,1311,0.462,0.6,0,0.42,0.72,410004,ROGER WILLIAMS MEDICAL CENTER
