cost,costval,quality,incomeval,income,insured,adjudicated_location_id,description,procedure_code,no_procedures,provider
0.711184211,1.00,0.143092105,1,0.802960526,0,,,,,COMMUNITY HOSPITAL EAST
0.900986842,1.00,0.150986842,1,0.802631579,0,,,,,INSPIRA MEDICAL CENTER WOODBURY
0.932565789,1.00,0.676315789,1,0.802302632,0,,,,,TORRANCE MEMORIAL MEDICAL CENTER
0.810197368,1.00,0.250328947,1,0.801973684,0,,,,,VHS HARLINGEN HOSPITAL COMPANY LLC
0.816776316,1.00,0.563157895,1,0.801644737,0,,,,,BANNER THUNDERBIRD MEDICAL CENTER
0.860855263,1.00,0.248355263,1,0.801315789,0,,,,,UPMC HAMOT
0.782565789,1.00,0.243421053,1,0.800986842,0,,,,,VALLEY MEDICAL CENTER
0.844078947,1.00,0.222039474,1,0.800657895,0,,,,,MERCY ST VINCENT MEDICAL CENTER
0.926644737,1.00,0.426644737,1,0.800328947,0,,,,,SOUTH TEXAS HEALTH SYSTEM
0.911513158,1.00,0.033881579,1,0.8,0,,,,,MISSION HOSPITAL REGIONAL MED CENTER
0.728289474,1.00,0.651644737,1,0.799671053,0,,,,,ST JOHN'S RIVERSIDE HOSPITAL
0.747697368,1.00,0.283881579,1,0.799342105,0,,,,,THE NEBRASKA METHODIST HOSPITAL
0.758881579,1.00,0.854934211,1,0.799013158,0,,,,,ST LUKES HOSPITAL
0.910526316,1.00,0.057236842,1,0.798026316,0,,,,,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON
0.810855263,1.00,0.446710526,1,0.798026316,0,,,,,UNIVERSITY MEDICAL CENTER
0.756578947,1.00,0.668092105,1,0.798026316,0,,,,,EMORY UNIVERSITY HOSPITAL MIDTOWN
0.71875,1.00,0.342434211,1,0.797697368,0,,,,,FOREST HILLS HOSPITAL
0.740460526,1.00,0.963157895,1,0.797368421,0,,,,,MAYO CLINIC HOSPITAL
0.814802632,1.00,0.065460526,1,0.796710526,0,,,,,SOUTHSIDE HOSPITAL
0.734210526,1.00,0.147039474,1,0.796710526,0,,,,,CHI HEALTH ST ELIZABETH
0.733223684,1.00,0.526315789,1,0.796381579,0,,,,,POUDRE VALLEY HOSPITAL
0.696381579,1.00,0.755921053,1,0.796052632,0,,,,,NEWTON-WELLESLEY HOSPITAL
0.804605263,1.00,0.133881579,1,0.795723684,0,,,,,BANNER DESERT MEDICAL CENTER
0.746381579,1.00,0.459868421,1,0.795394737,0,,,,,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL
0.801644737,1.00,0.292434211,1,0.795065789,0,,,,,GLENWOOD REGIONAL MEDICAL CENTER
0.941776316,1.00,0.367763158,1,0.794736842,0,,,,,MEDICAL CITY DALLAS HOSPITAL
0.79375,1.00,0.544407895,1,0.794407895,0,,,,,ST JOSEPH'S HOSPITAL - SAVANNAH
0.737171053,1.00,0.417105263,1,0.79375,0,,,,,EAST JEFFERSON GENERAL HOSPITAL
0.715131579,1.00,0.010855263,1,0.79375,0,,,,,UAMS MEDICAL CENTER
0.755263158,1.00,0.196710526,1,0.793421053,0,,,,,SAINT THOMAS MIDTOWN HOSPITAL
0.874013158,1.00,0.703947368,1,0.793092105,0,,,,,SWEDISH COVENANT HOSPITAL
0.724671053,1.00,0.833881579,1,0.792763158,0,,,,,MERCY MEDICAL CENTER - CEDAR RAPIDS
0.980263158,1.00,0.101973684,1,0.792105263,0,,,,,WASHINGTON HOSPITAL
0.890460526,1.00,0.542434211,1,0.792105263,0,,,,,MAIN LINE HOSPITAL LANKENAU
0.893421053,1.00,0.175986842,1,0.791776316,0,,,,,LAREDO MEDICAL CENTER
0.681578947,1.00,0.584210526,1,0.791447368,0,,,,,GLENS FALLS HOSPITAL
0.892105263,1.00,0.094407895,1,0.791118421,0,,,,,PLAZA MEDICAL CENTER OF FORT WORTH
0.663815789,1.00,0.616776316,1,0.790789474,0,,,,,LOWELL GENERAL HOSPITAL
0.643421053,1.00,0.800328947,1,0.790460526,0,,,,,BAXTER REGIONAL MEDICAL CENTER
0.834539474,1.00,0.581578947,1,0.790131579,0,,,,,PROVIDENCE SAINT JOHN'S HEALTH CENTER
0.955263158,1.00,0.528947368,1,0.789802632,0,,,,,UCSF MEDICAL CENTER
0.743421053,1.00,0.008552632,1,0.789473684,0,,,,,REGIONAL HOSPITAL OF SCRANTON
0.725986842,1.00,0.319078947,1,0.789144737,0,,,,,PROVIDENCE HOSPITAL
0.774013158,1.00,0.568421053,1,0.788815789,0,,,,,JACKSON HOSPITAL & CLINIC INC
0.738815789,1.00,0.159539474,1,0.788486842,0,,,,,ELKHART GENERAL HOSPITAL
0.907565789,1.00,0.088486842,1,0.788157895,0,,,,,RIVERVIEW MEDICAL CENTER
0.773026316,1.00,0.332894737,1,0.787828947,0,,,,,PLAINVIEW HOSPITAL
0.857565789,1.00,0.136842105,1,0.7875,0,,,,,POPLAR BLUFF REGIONAL MEDICAL CENTER
0.726644737,1.00,0.590460526,1,0.787171053,0,,,,,MARYMOUNT HOSPITAL
0.970065789,1.00,0.097368421,1,0.786842105,0,,,,,REGIONAL MEDICAL CENTER OF SAN JOSE
0.805921053,1.00,0.661842105,1,0.786513158,0,,,,,FRYE REGIONAL MEDICAL CENTER
0.729934211,1.00,0.246710526,1,0.786184211,0,,,,,DEKALB MEDICAL CENTER
0.814144737,1.00,0.347368421,1,0.785855263,0,,,,,NORTHWEST MEDICAL CENTER
0.744736842,1.00,0.510526316,1,0.785526316,0,,,,,METHODIST CHARLTON MEDICAL CENTER
0.81875,1.00,0.113815789,1,0.785197368,0,,,,,PARKRIDGE MEDICAL CENTER
0.771381579,1.00,0.401644737,1,0.784539474,0,,,,,CHRISTUS ST FRANCES CABRINI HOSPITAL
0.740131579,1.00,0.026644737,1,0.784539474,0,,,,,NORTHEAST ALABAMA REGIONAL MED CENTER
0.794736842,1.00,0.803618421,1,0.784210526,0,,,,,METHODIST MEDICAL CENTER OF ILLINOIS
0.765789474,1.00,0.155263158,1,0.783881579,0,,,,,GEISINGER - COMMUNITY MEDICAL CENTER
0.78125,1.00,0.316118421,1,0.783552632,0,,,,,FLOYD MEDICAL CENTER
0.727960526,1.00,0.804605263,1,0.783223684,0,,,,,MERCY HOSPITAL FAIRFIELD
0.724013158,1.00,0.878618421,1,0.782565789,0,,,,,SOUTHERN OHIO MEDICAL CENTER
0.640460526,1.00,0.516776316,1,0.782565789,0,,,,,SAINT MARY'S HEALTH CARE
0.894736842,1.00,0.045723684,1,0.782236842,0,,,,,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS
0.773355263,1.00,0.889144737,1,0.781907895,0,,,,,DOYLESTOWN HOSPITAL
0.889144737,1.00,0.435855263,1,0.781578947,0,,,,,MEDICAL CENTER OF TRINITY
0.833881579,1.00,0.817105263,1,0.78125,0,,,,,HACKENSACK-UMC MOUNTAINSIDE
0.829605263,1.00,0.647697368,1,0.780921053,0,,,,,FLOWERS HOSPITAL
0.877631579,1.00,0.275328947,1,0.780592105,0,,,,,CENTERPOINT MEDICAL CENTER
0.757565789,1.00,0.377960526,1,0.780263158,0,,,,,OROVILLE HOSPITAL
0.788157895,1.00,0.591776316,1,0.779934211,0,,,,,SELF REGIONAL HEALTHCARE
0.668092105,1.00,0.236184211,1,0.779605263,0,,,,,PORT HURON HOSPITAL
0.728618421,1.00,0.017763158,1,0.779276316,0,,,,,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )
0.790131579,1.00,0.898684211,1,0.778947368,0,,,,,MERITER HOSPITAL
0.76875,1.00,0.744078947,1,0.778618421,0,,,,,SSM ST MARYS HEALTH CENTER
0.653947368,1.00,0.688157895,1,0.778289474,0,,,,,WILLIAM W BACKUS HOSPITAL
0.899013158,1.00,0.516118421,1,0.777631579,0,,,,,CONROE REGIONAL MEDICAL CENTER
0.628618421,1.00,0.222697368,1,0.777631579,0,,,,,MEDCENTRAL HEALTH SYSTEM MANSFIELD HOSPITAL
0.841447368,1.00,0.176973684,1,0.777302632,0,,,,,ALBERT EINSTEIN MEDICAL CENTER
0.7375,1.00,0.120723684,1,0.776973684,0,,,,,PIEDMONT FAYETTE HOSPITAL
0.605263158,1.00,0.506907895,1,0.776644737,0,,,,,METROWEST MEDICAL CENTER
0.885197368,1.00,0.364144737,1,0.776315789,0,,,,,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE
0.794407895,1.00,0.751644737,1,0.775986842,0,,,,,UT SOUTHWESTERN UNIVERSITY HOSPITAL ST PAUL
0.714802632,1.00,0.295723684,1,0.775657895,0,,,,,SPRINGFIELD REGIONAL MEDICAL CENTER
0.713157895,1.00,0.516776316,1,0.775328947,0,,,,,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS
0.889473684,1.00,0.09375,1,0.775,0,,,,,SWEDISH MEDICAL CENTER
0.847368421,1.00,0.46875,1,0.774671053,0,,,,,GEISINGER WYOMING VALLEY MEDICAL CENTER
0.940131579,1.00,0.100657895,1,0.774013158,0,,,,,SANTA ROSA MEMORIAL HOSPITAL
0.886842105,1.00,0.298355263,1,0.774013158,0,,,,,ALTA BATES SUMMIT MEDICAL CENTER
0.709539474,1.00,0.174342105,1,0.773684211,0,,,,,ST EDWARD MERCY MEDICAL CENTER
0.901315789,1.00,0.022697368,1,0.773026316,0,,,,,NEWARK BETH ISRAEL MEDICAL CENTER
0.784868421,1.00,0.576315789,1,0.773026316,0,,,,,ASANTE ROGUE REGIONAL MEDICAL CENTER
0.778947368,1.00,0.580921053,1,0.772697368,0,,,,,GOOD SAMARITAN HOSPITAL
0.871710526,1.00,0.456907895,1,0.772039474,0,,,,,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE
0.798026316,1.00,0.409210526,1,0.772039474,0,,,,,TEXOMA MEDICAL CENTER
0.916776316,1.00,0.781578947,1,0.771710526,0,,,,,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
0.918092105,1.00,0.829605263,1,0.771052632,0,,,,,SHARP MEMORIAL HOSPITAL
0.661184211,1.00,0.185526316,1,0.771052632,0,,,,,TUOMEY HEALTHCARE SYSTEM
0.700986842,1.00,0.637828947,1,0.770723684,0,,,,,WILLIAMSPORT REGIONAL MEDICAL CENTER
0.755592105,1.00,0.387171053,1,0.770394737,0,,,,,MEDICAL CENTER HOSPITAL
0.721052632,1.00,0.761842105,1,0.770065789,0,,,,,SENTARA CAREPLEX HOSPITAL
0.809868421,1.00,0.588486842,1,0.769736842,0,,,,,PALM BEACH GARDENS MEDICAL CENTER
0.787171053,1.00,0.659868421,1,0.769407895,0,,,,,CHI HEALTH BERGAN MERCY
0.589473684,1.00,0.917105263,1,0.769078947,0,,,,,MARSHALL MEDICAL CENTER SOUTH
0.7625,1.00,0.673026316,1,0.76875,0,,,,,THE QUEENS MEDICAL CENTER
0.845394737,1.00,0.386513158,1,0.768421053,0,,,,,VISTA MEDICAL CENTER EAST
0.662828947,1.00,0.257894737,1,0.768092105,0,,,,,YAKIMA VALLEY MEMORIAL HOSPITAL
0.793421053,1.00,0.104276316,1,0.767434211,0,,,,,BRIDGEPORT HOSPITAL
0.713815789,1.00,0.062171053,1,0.767434211,0,,,,,DANVILLE REGIONAL MEDICAL CENTER
0.689473684,1.00,0.564473684,1,0.767105263,0,,,,,SALEM HOSPITAL
0.852631579,1.00,0.626315789,1,0.766776316,0,,,,,RIDDLE MEMORIAL HOSPITAL
0.675986842,1.00,0.556578947,1,0.766447368,0,,,,,METHODIST MEDICAL CENTER OF OAK RIDGE
0.717763158,1.00,0.877631579,1,0.766118421,0,,,,,SHANNON MEDICAL CENTER
0.645065789,1.00,0.788486842,1,0.765789474,0,,,,,BILLINGS CLINIC HOSPITAL
0.854934211,1.00,0.350986842,1,0.765460526,0,,,,,MERCY FITZGERALD HOSPITAL
0.910197368,1.00,0.625657895,1,0.765131579,0,,,,,FORT WALTON BEACH MEDICAL CENTER
0.766776316,1.00,0.714802632,1,0.764802632,0,,,,,GREENWICH HOSPITAL ASSOCIATION
0.739802632,1.00,0.296381579,1,0.764473684,0,,,,,CATHOLIC MEDICAL CENTER
0.863486842,1.00,0.042105263,1,0.764144737,0,,,,,BAYFRONT HEALTH PORT CHARLOTTE
0.731578947,1.00,0.880921053,1,0.763815789,0,,,,,ADVENTIST LA GRANGE MEMORIAL HOSPITAL
0.818421053,1.00,0.385526316,1,0.763157895,0,,,,,BAPTIST MEDICAL CENTER-PRINCETON
0.761184211,1.00,0.5125,1,0.763157895,0,,,,,SOUTHEASTHEALTH
0.778289474,1.00,0.235526316,1,0.762828947,0,,,,,CARSON TAHOE REGIONAL MEDICAL CENTER
0.858552632,1.00,0.007236842,1,0.7625,0,,,,,WUESTHOFF MEDICAL CENTER  ROCKLEDGE
0.725,1.00,0.624342105,1,0.762171053,0,,,,,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL
0.680592105,1.00,0.246381579,1,0.761842105,0,,,,,CRITTENTON HOSPITAL MEDICAL CENTER
0.838486842,1.00,0.505592105,1,0.761513158,0,,,,,MAIN LINE HOSPITAL PAOLI
0.928289474,1.00,0.228289474,1,0.761184211,0,,,,,DOMINICAN HOSPITAL
0.817763158,1.00,0.535855263,1,0.760526316,0,,,,,NORTH AUSTIN MEDICAL CENTER
0.711842105,1.00,0.488815789,1,0.760526316,0,,,,,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL
0.620065789,1.00,0.662171053,1,0.760197368,0,,,,,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC."
0.687828947,1.00,0.101315789,1,0.759868421,0,,,,,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS
0.647039474,1.00,0.625328947,1,0.759210526,0,,,,,PARADISE VALLEY HOSPITAL
0.589802632,1.00,0.716776316,1,0.759210526,0,,,,,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS
0.74375,1.00,0.6,1,0.758881579,0,,,,,TUFTS MEDICAL CENTER
0.757894737,1.00,0.267105263,1,0.758552632,0,,,,,ROCKFORD MEMORIAL HOSPITAL
0.626315789,1.00,0.306578947,1,0.758223684,0,,,,,ELLIOT HOSPITAL
0.544407895,1.00,0.383552632,1,0.757894737,0,,,,,NORWOOD HOSPITAL
0.839802632,1.00,0.573355263,1,0.757565789,0,,,,,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL
0.730592105,1.00,0.319078947,1,0.757236842,0,,,,,BAYLOR ALL SAINTS MEDICAL CENTER AT FW
0.698684211,1.00,0.628947368,1,0.756907895,0,,,,,BON SECOURS MARYVIEW MEDICAL CENTER
0.876644737,1.00,0.077960526,1,0.75625,0,,,,,MIDWEST REGIONAL MEDICAL CENTER
0.840131579,1.00,0.343421053,1,0.75625,0,,,,,PALMETTO GENERAL HOSPITAL
0.7125,1.00,0.752631579,1,0.755921053,0,,,,,CHESTER COUNTY HOSPITAL
0.831578947,1.00,0.527302632,1,0.755592105,0,,,,,MARIAN REGIONAL MEDICAL CENTER
0.531907895,1.00,0.969407895,1,0.755263158,0,,,,,"ARKANSAS HEART HOSPITAL, LLC"
0.609539474,1.00,0.647039474,1,0.754934211,0,,,,,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC"
0.864144737,1.00,0.545723684,1,0.754276316,0,,,,,ST FRANCIS HOSPITAL
0.661842105,1.00,0.569736842,1,0.754276316,0,,,,,MERCY HOSPITAL AND MEDICAL CENTER
0.722697368,1.00,0.113157895,1,0.753947368,0,,,,,BAYLOR MEDICAL CENTER AT GARLAND
0.868421053,1.00,0.199013158,1,0.753618421,0,,,,,"CORPUS CHRISTI MEDICAL CENTER,THE"
0.707236842,1.00,0.528947368,1,0.753289474,0,,,,,TERREBONNE GENERAL MEDICAL CENTER
0.765460526,1.00,0.095723684,1,0.752960526,0,,,,,ST LUKE'S CORNWALL HOSPITAL
0.775,1.00,0.271381579,1,0.752631579,0,,,,,NORWALK HOSPITAL ASSOCIATION
0.807894737,1.00,0.479605263,1,0.751973684,0,,,,,SADDLEBACK MEMORIAL MEDICAL CENTER
0.688157895,1.00,0.303947368,1,0.751973684,0,,,,,ALTRU HOSPITAL
0.799013158,1.00,0.148026316,1,0.751644737,0,,,,,NORTHWEST MEDICAL CENTER-SPRINGDALE
0.692434211,1.00,0.33125,1,0.751315789,0,,,,,LAWRENCE HOSPITAL CENTER
0.612171053,1.00,0.273026316,1,0.750986842,0,,,,,"MERCY HEALTH PARTNERS, MERCY CAMPUS"
0.621052632,1.00,0.075,1,0.750657895,0,,,,,BRONSON BATTLE CREEK HOSPITAL
0.714144737,1.00,0.019736842,1,0.75,0,,,,,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER
0.665460526,1.00,0.830263158,1,0.75,0,,,,,CENTRAL WASHINGTON HOSPITAL
0.904276316,1.00,0.697368421,1,0.749342105,0,,,,,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA
0.746052632,1.00,0.503289474,1,0.749342105,0,,,,,JUPITER MEDICAL CENTER
0.832894737,1.00,0.352960526,1,0.749013158,0,,,,,MERCY MEDICAL CENTER
0.951315789,1.00,0.067763158,1,0.748026316,0,,,,,GOOD SAMARITAN HOSPITAL
0.735197368,1.00,0.050657895,1,0.748026316,0,,,,,PIEDMONT HENRY HOSPITAL
0.688815789,1.00,0.350328947,1,0.748026316,0,,,,,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC"
0.718092105,1.00,0.259868421,1,0.747697368,0,,,,,MINISTRY SAINT JOSEPHS HOSPITAL
0.701973684,1.00,0.387171053,1,0.747368421,0,,,,,MEMORIAL HOSPITAL OF CARBONDALE
0.875328947,1.00,0.477960526,1,0.747039474,0,,,,,DENTON REGIONAL MEDICAL CENTER
0.762828947,1.00,0.351973684,1,0.746710526,0,,,,,COLISEUM MEDICAL CENTERS
0.504605263,1.00,0.811513158,1,0.746381579,0,,,,,WINCHESTER HOSPITAL
0.710197368,1.00,0.639802632,1,0.746052632,0,,,,,ADVOCATE SOUTH SUBURBAN HOSPITAL
0.695394737,1.00,0.54375,1,0.745394737,0,,,,,CAPE REGIONAL MEDICAL CENTER INC
0.570394737,1.00,0.079605263,1,0.745394737,0,,,,,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH
0.813486842,1.00,0.414144737,1,0.745065789,0,,,,,CRESTWOOD MEDICAL CENTER
0.663486842,1.00,0.422039474,1,0.744736842,0,,,,,ST JOHN MEDICAL CENTER
0.709210526,1.00,0.785855263,1,0.744407895,0,,,,,ST VINCENT HEALTHCARE
0.684539474,1.00,0.305592105,1,0.744078947,0,,,,,ADENA REGIONAL MEDICAL CENTER
0.686184211,1.00,0.126315789,1,0.74375,0,,,,,HAZARD ARH REGIONAL MEDICAL CENTER
0.8625,1.00,0.340460526,1,0.743421053,0,,,,,SALINAS VALLEY MEMORIAL HOSPITAL
0.698026316,1.00,0.322697368,1,0.743092105,0,,,,,FRANCISCAN ST ANTHONY HEALTH - CROWN POINT
0.850657895,1.00,0.301973684,1,0.742763158,0,,,,,PALOMAR HEALTH DOWNTOWN CAMPUS
0.789802632,1.00,0.729605263,1,0.742434211,0,,,,,METHODIST SUGAR LAND HOSPITAL
0.665131579,1.00,0.080921053,1,0.742105263,0,,,,,METROHEALTH SYSTEM
0.619078947,1.00,0.811842105,1,0.741776316,0,,,,,MERCY MEDICAL CENTER-DUBUQUE
0.65625,1.00,0.555263158,1,0.741447368,0,,,,,MCLAREN - NORTHERN MICHIGAN
0.776644737,1.00,0.432236842,1,0.741118421,0,,,,,SAINT VINCENT HOSPITAL
0.820394737,1.00,0.238157895,1,0.740789474,0,,,,,MEMORIAL HERMANN TEXAS MEDICAL CENTER
0.677631579,1.00,0.889473684,1,0.740460526,0,,,,,CAROLINAS HEALTHCARE SYSTEM CLEVELAND
0.741776316,1.00,0.759868421,1,0.740131579,0,,,,,NORTH COLORADO MEDICAL CENTER
0.911842105,1.00,0.051973684,1,0.739802632,0,,,,,RIVERSIDE COMMUNITY HOSPITAL
0.759868421,1.00,0.202960526,1,0.739473684,0,,,,,WATERBURY HOSPITAL
0.695065789,1.00,0.386184211,1,0.739144737,0,,,,,COMMUNITY HOSPITAL NORTH
0.696710526,1.00,0.068092105,1,0.738815789,0,,,,,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR
0.665789474,1.00,0.595065789,1,0.738486842,0,,,,,OAKWOOD HOSPITAL - SOUTHSHORE
0.680921053,1.00,0.777631579,1,0.738157895,0,,,,,COMANCHE COUNTY MEMORIAL HOSPITAL
0.576973684,1.00,0.357894737,1,0.737828947,0,,,,,ST VINCENT HOSPITAL
0.779276316,1.00,0.427302632,1,0.737171053,0,,,,,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS
0.701315789,1.00,0.698355263,1,0.737171053,0,,,,,MAGNOLIA REGIONAL HEALTH CENTER
0.694078947,1.00,0.463815789,1,0.736842105,0,,,,,SAN JUAN REGIONAL MEDICAL CENTER
0.771052632,1.00,0.190131579,1,0.736513158,0,,,,,ALLEGHENY GENERAL HOSPITAL
0.861513158,1.00,0.346052632,1,0.735526316,0,,,,,SHASTA REGIONAL MEDICAL CENTER
0.800657895,1.00,0.312828947,1,0.735526316,0,,,,,PARKVIEW MEDICAL CENTER INC
0.723026316,1.00,0.395065789,1,0.735526316,0,,,,,ST VINCENT'S EAST
0.753618421,1.00,0.399013158,1,0.735197368,0,,,,,METHODIST DALLAS MEDICAL CENTER
0.829276316,1.00,0.404934211,1,0.734868421,0,,,,,"MEDICAL CENTER OF AURORA, THE"
0.844736842,1.00,0.134868421,1,0.734539474,0,,,,,MONMOUTH MEDICAL CENTER
0.651315789,1.00,0.312828947,1,0.734210526,0,,,,,FIRELANDS REGIONAL MEDICAL CENTER
0.674671053,1.00,0.432894737,1,0.733881579,0,,,,,BENEFIS HOSPITALS INC
0.635197368,1.00,0.261184211,1,0.733552632,0,,,,,ST ELIZABETH MEDICAL CENTER
0.623355263,1.00,0.465131579,1,0.733223684,0,,,,,MAINEGENERAL MEDICAL CENTER
0.886184211,1.00,0.038815789,1,0.732894737,0,,,,,LOMA LINDA UNIVERSITY MEDICAL CENTER
0.6875,1.00,0.696052632,1,0.732565789,0,,,,,JOHN D ARCHBOLD MEMORIAL HOSPITAL
0.581578947,1.00,0.205263158,1,0.732236842,0,,,,,LAWRENCE GENERAL HOSPITAL
0.831907895,1.00,0.668092105,1,0.731907895,0,,,,,PROVIDENCE ALASKA MEDICAL CENTER
0.864473684,1.00,0.198026316,1,0.731578947,0,,,,,KINGWOOD MEDICAL CENTER
0.803289474,1.00,0.270723684,1,0.730921053,0,,,,,BAYSHORE MEDICAL CENTER
0.781907895,1.00,0.136513158,1,0.730921053,0,,,,,TRISTAR SKYLINE MEDICAL CENTER
0.729605263,1.00,0.057894737,1,0.730592105,0,,,,,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL
0.555921053,1.00,0.328618421,1,0.730263158,0,,,,,HOLY FAMILY HOSPITAL
0.670394737,1.00,0.269736842,1,0.729934211,0,,,,,LIBERTY HOSPITAL
0.798684211,1.00,0.250986842,1,0.729605263,0,,,,,SCOTTSDALE OSBORN MEDICAL CENTER
0.830921053,1.00,0.139144737,1,0.728618421,0,,,,,NEWTON MEDICAL CENTER
0.603947368,1.00,0.189144737,1,0.728618421,0,,,,,MERCY MEDICAL CENTER
0.6,1.00,0.764802632,1,0.728618421,0,,,,,COLUMBUS REGIONAL HOSPITAL
0.813157895,1.00,0.434868421,1,0.728289474,0,,,,,CHANDLER REGIONAL MEDICAL CENTER
0.649671053,1.00,0.634868421,1,0.727960526,0,,,,,CENTRAL MAINE MEDICAL CENTER
0.819736842,1.00,0.400657895,1,0.727631579,0,,,,,RIO GRANDE REGIONAL HOSPITAL
0.652302632,1.00,0.098355263,1,0.727302632,0,,,,,SAINT MARYS HOSPITAL
0.744407895,1.00,0.550986842,1,0.726644737,0,,,,,UPMC PASSAVANT
0.682565789,1.00,0.181578947,1,0.726644737,0,,,,,LAKE CHARLES MEMORIAL HOSPITAL
0.73125,1.00,0.564144737,1,0.725986842,0,,,,,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL
0.636842105,1.00,0.706578947,1,0.725986842,0,,,,,MAYO CLINIC HEALTH SYSTEM - MANKATO
0.704934211,1.00,0.291776316,1,0.725657895,0,,,,,MACNEAL  HOSPITAL
0.907894737,1.00,0.300986842,1,0.725328947,0,,,,,SAINT PETER'S UNIVERSITY HOSPITAL
0.639802632,1.00,0.859539474,1,0.725,0,,,,,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER
0.899342105,1.00,0.786842105,1,0.724671053,0,,,,,PRESBYTERIAN INTERCOMMUNITY HOSPITAL
0.594736842,1.00,0.631907895,1,0.724342105,0,,,,,MARGARET R PARDEE MEMORIAL HOSPITAL
0.738486842,1.00,0.398355263,1,0.724013158,0,,,,,SAINT MARY'S REGIONAL MEDICAL CENTER
0.648684211,1.00,0.803947368,1,0.723684211,0,,,,,"MERCY HOSPITAL ARDMORE, INC"
0.683881579,1.00,0.560197368,1,0.723026316,0,,,,,MERCY HOSPITAL JOPLIN
0.641118421,1.00,0.086184211,1,0.723026316,0,,,,,MERCY HOSPITAL JEFFERSON
0.858881579,1.00,0.587171053,1,0.722697368,0,,,,,EASTON HOSPITAL
0.643092105,1.00,0.826644737,1,0.722368421,0,,,,,MIDSTATE MEDICAL CENTER
0.668421053,1.00,0.373684211,1,0.722039474,0,,,,,OLATHE MEDICAL CENTER
0.631578947,1.00,0.153947368,1,0.721710526,0,,,,,ST LUKE'S HOSPITAL
0.722039474,1.00,0.491118421,1,0.721381579,0,,,,,ST JOSEPH MEDICAL CENTER
0.653618421,1.00,0.096381579,1,0.721052632,0,,,,,KOOTENAI HEALTH
0.719736842,1.00,0.701973684,1,0.720723684,0,,,,,HINSDALE HOSPITAL
0.694407895,1.00,0.029605263,1,0.720394737,0,,,,,ADVENTIST MEDICAL CENTER
0.771710526,1.00,0.197368421,1,0.720065789,0,,,,,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX CAMPUS
0.656578947,1.00,0.872368421,1,0.719736842,0,,,,,ST ELIZABETH HOSPITAL
0.662171053,1.00,0.699342105,1,0.719407895,0,,,,,AURORA WEST ALLIS MEDICAL CENTER
0.794078947,1.00,0.543092105,1,0.719078947,0,,,,,MILLS-PENINSULA MEDICAL CENTER
0.881907895,1.00,0.366118421,1,0.71875,0,,,,,"NORTH OAKS MEDICAL CENTER, L L C"
0.649013158,1.00,0.282565789,1,0.718421053,0,,,,,MERCY MEDICAL CENTER-SIOUX CITY
0.642763158,1.00,0.6625,1,0.718092105,0,,,,,MERCY HOSPITAL ANDERSON
0.708223684,1.00,0.801973684,1,0.717763158,0,,,,,OVERLAKE HOSPITAL MEDICAL CENTER
0.59375,1.00,0.538815789,1,0.717434211,0,,,,,PROMEDICA MONROE REGIONAL HOSPITAL
0.854276316,1.00,0.328618421,1,0.717105263,0,,,,,GULF COAST REGIONAL MEDICAL CENTER
0.661513158,1.00,0.2,1,0.716776316,0,,,,,ADVOCATE TRINITY HOSPITAL
0.593092105,1.00,0.580921053,1,0.716447368,0,,,,,ARNOT OGDEN MEDICAL CENTER
0.554934211,1.00,0.045394737,1,0.716118421,0,,,,,GARDEN CITY HOSPITAL
0.546052632,1.00,0.333881579,1,0.715789474,0,,,,,FALMOUTH HOSPITAL
0.726973684,1.00,0.345723684,1,0.715131579,0,,,,,ST MARYS  MEDICAL CENTER
0.709868421,1.00,0.268092105,1,0.715131579,0,,,,,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD
