avgAmount,cost_percentile,quality,no_procedures_location,no_proc_percentile,income_percentile,no_procedures,description,procedure_code
0,0,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
45.33,0.7729,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
0,0,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
103.98,0.9658,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
6.22,0.1091,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
0,0,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
0,0,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
112.84,0.9798,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
20.82,0.3212,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
158.85,0.9917,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
20.74,0.3058,41.5556,124,0.6583,0.33,204759,Chest x-ray 2vw frontal&latl,71020
99.88,0.7707,41.5556,17,0.2118,0.33,72500,Ct neck spine w/o dye,72125
497.65,0.9519,41.5556,17,0.2118,0.33,72500,Ct neck spine w/o dye,72125
497.65,0.9519,41.5556,17,0.2118,0.33,72500,Ct neck spine w/o dye,72125
32.618571,0.9712,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
54.6,0.9872,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
15.59,0.7312,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
21.445,0.9258,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
25.283333,0.9413,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
21.64,0.9265,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
15.386666,0.7254,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
21.25,0.9243,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
39.4375,0.9754,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
29.72125,0.9606,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
0,0,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
54.6,0.9872,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
16.346666,0.793,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
15.701666,0.7527,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
12.26,0.3538,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
24.52,0.9367,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
0,0,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
10.82,0.3168,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
21.54,0.926,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
21.64,0.9265,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
21.54,0.926,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
37.925,0.9749,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
21.64,0.9265,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
0,0,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
15.09,0.6299,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
0,0,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
21.25,0.9243,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
0,0,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
24.52,0.9367,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
0,0,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
15.345714,0.7217,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
0,0,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
10.625,0.3127,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
0,0,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
13.85,0.4942,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
0,0,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
30.841666,0.9695,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
18.2,0.8931,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
0,0,41.5556,82,0.5621,0.33,169504,Lipid panel,80061
17.55,0.9772,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
23.4,0.9853,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
2.92,0.8739,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
23.4,0.9853,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
1.46,0.7504,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
2.92,0.8739,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
23.4,0.9853,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0,41.5556,42,0.3931,0.33,124237,Glucose blood test,82962
0,0.0003,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
25.62,0.7213,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
4.506,0.1109,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
26.83,0.7403,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
32.02,0.8363,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
28.966666,0.7828,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
46.83,0.8971,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
46.62,0.8956,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
15.804285,0.2986,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
0,0.0003,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
13.52625,0.2446,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
9.338571,0.1614,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
32.02,0.8363,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
45.54,0.8912,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
46.62,0.8956,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
36.181666,0.8638,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
11.43,0.2103,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
45.54,0.8912,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
46.41,0.895,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
0,0.0003,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
10.71,0.1951,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
0,0.0003,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
22.86,0.6418,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
32.02,0.8363,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
4.506,0.1109,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
45.54,0.8912,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
46.37,0.8942,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
46.37,0.8942,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
22.86,0.6418,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
22.86,0.6418,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
22.86,0.6418,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
30.023333,0.8168,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
23.084,0.6658,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
25.038,0.7061,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
30.431666,0.8201,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
34.2,0.8567,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
36.321666,0.8643,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
19.91,0.4281,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
32.02,0.8363,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
15.91,0.3,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
22.86,0.6418,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
32.02,0.8363,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
10.4,0.1796,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
23.956,0.6847,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
117.65,0.9909,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
117.65,0.9909,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
45.79,0.892,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
21.42,0.5664,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
46.62,0.8956,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
22.86,0.6418,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
33.605,0.8544,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
32.02,0.8363,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
32.02,0.8363,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
10.673333,0.1945,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
0,0.0003,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
45.54,0.8912,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
11.43,0.2103,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
26.72,0.7386,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
93.6,0.977,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
4.506,0.1109,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
93.6,0.977,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
7.325,0.1497,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
26.83,0.7403,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
32.02,0.8363,41.5556,139,0.6943,0.33,255178,Electrocardiogram tracing,93005
