cost,quality_total,quality_care,quality_efficiency,quality_patexp,quality_outcome,discharge,provider_id,provider
0.271746945,0.352264558,0.260963336,0.566498922,0.765636233,0.214953271,0.272106398,60006,MONTROSE MEMORIAL HOSPITAL
0.336448598,0.024083393,0.067577283,0.001437815,0.190150971,0.41480949,0.272106398,190014,TECHE REGIONAL MEDICAL CENTER
0.230050324,0.781092739,0.833932423,0.566498922,0.895758447,0.268152408,0.272825306,520011,LAKEVIEW MEDICAL CENTER
0.118260244,0.996764917,0.992810927,0.94356578,0.932063264,0,0.272825306,170183,KANSAS SURGERY & RECOVERY CENTER
0.218547807,0.813084112,0.661035226,0.826024443,0.893242272,0.214953271,0.273544213,360002,SAMARITAN REGIONAL HEALTH SYSTEM
0.280733285,0.553918045,0.172537743,0.917325665,0.462616822,0.369877786,0.273544213,110004,HUTCHESON MEDICAL CENTER
0.364845435,0.791876348,0.950035945,0.566498922,0.653846154,0.594536305,0.273544213,100230,MEMORIAL HOSPITAL PEMBROKE
0.240474479,0.35837527,0.215312725,0.917325665,0.093817398,0.330337886,0.274622574,330073,UNITED MEMORIAL MEDICAL CENTER
0.293673616,0.21387491,0.892882818,0.001437815,0.552839684,0.124370956,0.274982027,440137,HERITAGE MEDICAL CENTER
0.248741912,0.131560029,0.384255931,0.001437815,0.811646298,0.114306254,0.275341481,140089,MC DONOUGH DISTRICT HOSPITAL
0.272465852,0.808770669,0.580517613,0.759884975,0.012221423,0.994608196,0.275341481,330240,HARLEM HOSPITAL CENTER
0.363048167,0.70992092,0.907979871,0.001437815,0.686196981,0.636232926,0.276060388,390035,ST LUKE'S QUAKERTOWN HOSPITAL
0.161754134,0.169662114,0.13767074,0.001437815,0.53271028,0.455787203,0.276419842,40051,DREW MEMORIAL HOSPITAL
0.242990654,0.961179008,0.859094177,0.410136592,0.992810927,0,0.276419842,110200,NORTHSIDE MEDICAL CENTER
0.269230769,0.040977714,0.527318476,0.001437815,0.212437096,0.155643422,0.276419842,10101,CITIZENS BAPTIST MEDICAL CENTER
0.375629044,0.096693027,0.116462976,0.001437815,0.380661395,0.455787203,0.277498203,450661,ODESSA REGIONAL HOSPITAL
0.2821711,0.654924515,0.527318476,0.001437815,0.170740474,0.986340762,0.277857656,440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE
0.282890007,0.916247304,0.468368081,0.001437815,0.932063264,0.979151689,0.277857656,360348,DUBLIN METHODIST HOSPITAL
0.290797987,0.847591661,0.468368081,0.759884975,0.789719626,0.800862689,0.278576564,360210,GRADY MEMORIAL HOSPITAL
0.288281812,0.956506111,0.468368081,0.94356578,0.924514738,0.774622574,0.278936017,420005,MCLEOD MEDICAL CENTER - DILLON
0.238677211,0.53271028,0.231847592,0.94356578,0.686196981,0.124370956,0.278936017,170145,COFFEYVILLE REGIONAL MEDICAL CENTER
0.230769231,0.247663551,0.073328541,0.566498922,0.212437096,0.800862689,0.279654925,360109,COSHOCTON COUNTY MEMORIAL HOSPITAL
0.310208483,0.787922358,0.944644141,0.759884975,0.858015816,0.155643422,0.280014378,180128,THREE RIVERS MEDICAL CENTER
0.351545651,0.698777858,0.950035945,0.001437815,0.751976995,0.455787203,0.280014378,100285,MEMORIAL HOSPITAL MIRAMAR
0.18907261,0.878145219,0.827102804,0.826024443,0.653846154,0,0.280733285,170196,"KANSAS SPINE & SPECIALTY HOSPITAL, LLC"
0.332135155,0.670021567,0.172537743,0.94356578,0.445003595,0.455787203,0.281092739,490092,SOUTHAMPTON MEMORIAL HOSPITAL
0.292595255,0.861969806,0.639468009,0.94356578,0.290438533,0.800862689,0.281452193,450154,VAL VERDE REGIONAL MEDICAL CENTER
0.308770669,0.191588785,0.389647735,0.001437815,0.380661395,0.425952552,0.281811646,460041,DAVIS HOSPITAL AND MEDICAL CENTER
0.234363767,0.919122933,0.694823868,0.566498922,0.947879224,0,0.281811646,150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC
0.27426312,0.213156003,0.121135873,0.826024443,0.013659238,0.636232926,0.282530554,330199,METROPOLITAN HOSPITAL CENTER
0.334291876,0.11682243,0.171818835,0.001437815,0.170740474,0.636232926,0.282890007,670043,CEDAR PARK REGIONAL MEDICAL CENTER
0.24155284,0.801222142,0.507548526,0.876707405,0.552839684,0.636232926,0.283249461,230040,PENNOCK HOSPITAL
0.240115025,0.923076923,0.978792236,0.826024443,0.811646298,0.594536305,0.283249461,510012,PLEASANT VALLEY HOSPITAL
0.292954709,0.853702372,0.833932423,0.759884975,0.895758447,0.330337886,0.283249461,390183,ST LUKE'S MINERS MEMORIAL HOSPITAL
0.177570093,0.786484543,0.400071891,0.966570812,0.190150971,0,0.284327822,370166,WAGONER COMMUNITY HOSPITAL
0.262760604,0.730769231,0.833932423,0.671099928,0.53271028,0.594536305,0.284327822,10158,RUSSELLVILLE HOSPITAL
0.236161035,0.340043134,0.449676492,0.001437815,0.514378145,0.549964055,0.284327822,150061,DAVIESS COMMUNITY HOSPITAL
0.337886413,0.457943925,0.964054637,0.001437815,0.046010065,0.774622574,0.284327822,140095,SAINT ANTHONY HOSPITAL
0.268511862,0.43961179,0,0.876707405,0.190150971,0.455787203,0.285765636,490002,RUSSELL COUNTY MEDICAL CENTER
0.393601725,0.264198418,0.777857656,0.001437815,0.093817398,0.594536305,0.28612509,450596,LAKE GRANBURY MEDICAL CENTER
0.283968368,0.312365205,0.093817398,0.001437815,0.902588066,0.268152408,0.28612509,150001,JOHNSON MEMORIAL HOSPITAL
0.350826743,0.787922358,0.992810927,0.001437815,0,0,0.286843997,50158,ENCINO HOSPITAL MEDICAL CENTER
0.4108555,0.421639109,0.067577283,0.826024443,0.445003595,0.594536305,0.287203451,50136,PETALUMA VALLEY HOSPITAL
0.281092739,0.41984184,0.565061107,0.001437815,0.53271028,0.594536305,0.287203451,440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL
0.317038102,0.318116463,0.164989216,0.671099928,0.249101366,0.636232926,0.287922358,30111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS
0.354780733,0.774622574,0.260963336,0.671099928,0.290438533,0.986340762,0.288281812,330397,INTERFAITH MEDICAL CENTER
0.34255931,0.952911574,0.293314162,0.981308411,0.751976995,0.904385334,0.288641265,20012,FAIRBANKS MEMORIAL HOSPITAL
0.259884975,0.479870597,0.546728972,0.566498922,0.824586628,0.166427031,0.289000719,180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT
0.241193386,0.77426312,0.969446441,0.981308411,0.190150971,0.139108555,0.289000719,330223,MASSENA MEMORIAL HOSPITAL
0.201653487,0.792954709,0,0.671099928,0.668583753,0.861969806,0.289719626,10125,LAKELAND COMMUNITY HOSPITAL
0.301581596,0.77821711,0.764198418,0.759884975,0.697699497,0.455787203,0.29007908,200037,FRANKLIN MEMORIAL HOSPITAL
0.262041697,0.825664989,0.354780733,0.917325665,0.842199856,0.330337886,0.290438533,160112,SPENCER MUNICIPAL HOSPITAL
0.349029475,0.194823868,0.172537743,0.566498922,0.107117182,0.636232926,0.290797987,100121,BARTOW REGIONAL MEDICAL CENTER
0.27030913,0.461179008,0.121135873,0.876707405,0.107117182,0.740115025,0.291157441,320004,GERALD CHAMPION REGIONAL MEDICAL CENTER
0.253774263,0.905823149,0.820273185,0.917325665,0.937814522,0.166427031,0.291157441,200031,CARY MEDICAL CENTER
0.442127965,0.924155284,0.969446441,0.566498922,0.858015816,0.848310568,0.291157441,100054,TWIN CITIES HOSPITAL
0.368799425,0.083033789,0.682961898,0.759884975,0.093817398,0.108195543,0.292235802,50359,TULARE REGIONAL MEDICAL CENTER
0.260603882,0.411574407,0.445003595,0.671099928,0.801222142,0.13659238,0.292595255,520048,MERCY MEDICAL CENTER OF OSHKOSH
0.313084112,0.771746945,0.726455787,0.94356578,0.231128684,0.455787203,0.292954709,370039,HILLCREST HOSPITAL CLAREMORE
0.257368799,0.40690151,0.400071891,0.001437815,0.765636233,0.41480949,0.293314162,360131,ALLIANCE COMMUNITY HOSPITAL
0.255930985,0.699496765,0.489216391,0.566498922,0.881739756,0.41480949,0.293314162,140147,RICHLAND MEMORIAL HOSPITAL
0.273544213,0.215312725,0.129403307,0.410136592,0.653846154,0.330337886,0.293314162,140001,GRAHAM HOSPITAL ASSOCIATION
0.300503235,0.007189073,0.093817398,0.001437815,0.093817398,0.214953271,0.294392523,50568,MADERA COMMUNITY HOSPITAL
0.288641265,0.10100647,0.370596693,0.759884975,0.021567218,0.202372394,0.294392523,330003,ALBANY MEMORIAL HOSPITAL
0.361610352,0.526959022,0.687275341,0.410136592,0.850107836,0.202372394,0.294392523,450828,CHRISTUS SPOHN HOSPITAL ALICE
0.260244428,0.930265996,0.400071891,0.759884975,0.941049605,0.861969806,0.295470884,170186,KANSAS HEART HOSPITAL
0.442846873,0.702372394,0.726455787,0.671099928,0.170740474,0.885693746,0.295470884,50101,SUTTER SOLANO MEDICAL CENTER
0.401509705,0.060747664,0.606757728,0.001437815,0.093817398,0.214953271,0.296189792,100107,LEHIGH REGIONAL MEDICAL CENTER
0.398634076,0.829259526,0.978792236,0.759884975,0.928828181,0.12077642,0.296549245,100314,WEST KENDALL BAPTIST HOSPITAL
0.257728253,0.153127247,0,0.671099928,0.170740474,0.41480949,0.296908699,440153,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER
0.346153846,0.56829619,0.231847592,0.876707405,0.462616822,0.455787203,0.297268152,50014,SUTTER AMADOR HOSPITAL
0.274622574,0.909058231,0.992810927,0.876707405,0.697699497,0.455787203,0.297268152,490084,RIVERSIDE TAPPAHANNOCK HOSPITAL
0.320273185,0.864126528,0.527318476,0.826024443,0.789719626,0.740115025,0.297268152,440184,FRANKLIN WOODS COMMUNITY HOSPITAL
0.263120058,0.004672897,0,0.001437815,0.078001438,0.239396118,0.297268152,440033,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER
0.30589504,0.725377426,0.973400431,0.001437815,0.308770669,0.885693746,0.297268152,440065,NORTHCREST MEDICAL CENTER
0.464054637,0.223939612,0.400071891,0.566498922,0.401150252,0.239396118,0.299065421,50688,SAINT LOUISE REGIONAL HOSPITAL
0.285406183,0.94751977,0.925593098,0.876707405,0.902588066,0.549964055,0.299424874,200050,MAINE COAST MEMORIAL HOSPITAL
0.237239396,0.905463695,0.914090582,0.966570812,0.401150252,0.594536305,0.299784328,490033,WARREN MEMORIAL HOSPITAL
0.287203451,0.566858375,0.726455787,0.759884975,0.462616822,0.320992092,0.300143781,520063,ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND
0.208842559,0.844356578,0,0.94356578,0.811646298,0.268152408,0.300503235,180105,MONROE COUNTY MEDICAL CENTER
0.303738318,0.822070453,0.933141625,0.94356578,0.71387491,0.124370956,0.300503235,520019,MINISTRY SAINT MARYS HOSPITAL
0.244787922,0.002516175,0.056793674,0.410136592,0.154565061,0.124370956,0.301222142,190044,ACADIA GENERAL HOSPITAL
0.281452193,0.889647735,0.771028037,0.966570812,0.751976995,0.268152408,0.301581596,340120,VIDANT DUPLIN  HOSPITAL
0.27821711,0.442487419,0.779654925,0.001437815,0.345434939,0.636232926,0.301581596,180049,BAPTIST HEALTH RICHMOND
0.311286844,0.547447879,0.764198418,0.001437815,0.572609633,0.636232926,0.301581596,490140,"STAFFORD HOSPITAL, LLC"
0.352983465,0.762760604,0.231847592,0.410136592,0.445003595,0.992451474,0.301581596,150157,ST VINCENT CARMEL HOSPITAL INC
0.340762042,0.687275341,0.507548526,0.001437815,0.53271028,0.940690151,0.301581596,110201,COLISEUM NORTHSIDE HOSPITAL
0.242271747,0.625808771,0.078360891,0.001437815,0.874191229,0.885693746,0.303378864,280128,CHI HEALTH NEBRASKA HEART
0.299784328,0.764198418,0.445003595,0.671099928,0.751976995,0.714234364,0.303378864,520062,OCONOMOWOC MEMORIAL HOSPITAL
0.278576564,0.968368081,0,0.876707405,0.952911574,0.800862689,0.304097771,250020,WEBSTER GENERAL HOSPITAL/SWING BED
0.392523364,0.146297628,0.378864127,0.671099928,0.046010065,0.320992092,0.304457225,50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA
0.304097771,0.523364486,0.661035226,0.917325665,0.290438533,0.166427031,0.304816679,200018,AROOSTOOK MEDICAL CENTER
0.302659957,0.529475198,0.369518332,0.566498922,0.811646298,0.330337886,0.305176132,10108,PRATTVILLE BAPTIST HOSPITAL
0.294392523,0.920201294,0.889647735,0.566498922,0.941049605,0.714234364,0.305176132,440130,BAPTIST MEMORIAL HOSPITAL UNION CITY
0.373112868,0.171459382,0.400071891,0.001437815,0.269230769,0.455787203,0.305176132,490097,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER
0.333572969,0.489216391,0.764198418,0.001437815,0.686196981,0.41480949,0.306254493,360360,"SOIN MEDICAL CENTER,INDU & RAJ SOIN MEDICAL CENTER"
0.333213515,0.350826743,0.308051761,0.410136592,0.552839684,0.521926671,0.306254493,100140,BAPTIST MEDICAL CENTER - NASSAU
0.352624012,0.141265277,0.538102085,0.001437815,0.552839684,0.155643422,0.306254493,450024,UNIVERSITY MEDICAL CENTER OF EL PASO
0.29007908,0.969086988,0.925593098,0.966570812,0.60891445,0,0.307332854,240050,FAIRVIEW LAKES MEDICAL CENTER
0.41480949,0.312365205,0.779654925,0.410136592,0.363767074,0.268152408,0.307332854,250096,MERIT HEALTH RANKIN
0.287922358,0.061107117,0.078360891,0.001437815,0.269230769,0.515097052,0.308051761,360040,KNOX COMMUNITY HOSPITAL
0.312724659,0.472681524,0.400071891,0.566498922,0.552839684,0.521926671,0.308051761,170103,NEWTON MEDICAL CENTER
0.177929547,0.978073329,0,0.981308411,0.924514738,0.636232926,0.308770669,40011,CHAMBERS MEMORIAL HOSPITAL
0.425593098,0.035585909,0.158159597,0.410136592,0.424874191,0.13659238,0.309130122,50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO
0.397915169,0.005751258,0.073328541,0.001437815,0.249101366,0.155643422,0.309489576,50588,SAN DIMAS COMMUNITY HOSPITAL
0.310567937,0.708123652,0.743709561,0.001437815,0.944284687,0.239396118,0.309489576,440018,SYCAMORE SHOALS HOSPITAL
0.33069734,0.466211359,0.489216391,0.001437815,0.60891445,0.636232926,0.309489576,450163,CHRISTUS SPOHN HOSPITAL KLEBERG
0.276060388,0.831416247,0.0643422,0.94356578,0.834291876,0.636232926,0.310567937,500007,ISLAND HOSPITAL
0.351905104,0.019410496,0.501797268,0.001437815,0.012221423,0.25053918,0.31092739,140068,ROSELAND COMMUNITY HOSPITAL
0.252695902,0.946800863,0.546728972,0.671099928,0.975916607,0.800862689,0.311286844,250057,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN
0.399352983,0.890726096,0.969446441,0.671099928,0.668583753,0.844716032,0.311646298,50313,SUTTER TRACY COMMUNITY HOSPITAL
0.294751977,0.491373113,0.215312725,0.001437815,0.811646298,0.636232926,0.312005751,390043,SOLDIERS AND SAILORS MEMORIAL HOSPITAL
0.281811646,0.851545651,0.465851905,0.981308411,0.363767074,0.610711718,0.312005751,160001,MARSHALLTOWN MEDICAL & SURGICAL CENTER
0.272825306,0.775341481,0.547447879,0.94356578,0.190150971,0.636232926,0.312005751,390146,WARREN GENERAL HOSPITAL
0.258087707,0.857656362,0.172537743,0.876707405,0.850107836,0.774622574,0.313084112,230035,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS
0.201294033,0.910136592,0,0.94356578,0.751976995,0.636232926,0.313443566,10148,EVERGREEN MEDICAL CENTER
0.343278217,0.829618979,0.138749101,0.94356578,0.765636233,0.594536305,0.313803019,340133,MARTIN GENERAL HOSPITAL
0.316319195,0.703810208,0.933141625,0.001437815,0.874191229,0.268152408,0.313803019,140143,ST MARGARETS HOSPITAL
0.345434939,0.495686556,0.190510424,0.001437815,0.944284687,0.268152408,0.313803019,250025,MERIT HEALTH GILMORE MEMORIAL
0.295470884,0.7821711,0.260963336,0.94356578,0.801222142,0.239396118,0.313803019,520071,FORT MEMORIAL HOSPITAL
0.25053918,0.462616822,0.260963336,0.826024443,0.53271028,0.268152408,0.315240834,40076,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY
0.321710999,0.639468009,0.622933142,0.410136592,0.874191229,0.330337886,0.315240834,140110,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER
0.267074047,0.587706686,0.158159597,0.671099928,0.765636233,0.594536305,0.315240834,240040,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS
0.297268152,0.484543494,0.172537743,0.410136592,0.697699497,0.714234364,0.315240834,490111,WYTHE COUNTY COMMUNITY HOSPITAL
0.26240115,0.10496046,0.295111431,0.001437815,0.139468009,0.521926671,0.316678648,390052,CLEARFIELD HOSPITAL
0.255571531,0.001437815,0,0.001437815,0.139468009,0,0.316678648,250128,TRI LAKES MEDICAL CENTER
0.39108555,0.778576564,0.808411215,0.671099928,0.482746226,0.783249461,0.317397556,50291,SUTTER SANTA ROSA REGIONAL HOSPITAL
0.28612509,0.856218548,0.709561467,0.566498922,0.912293314,0.636232926,0.317397556,150030,HENRY COUNTY MEMORIAL HOSPITAL
0.430265996,0.144859813,0.534867002,0.410136592,0.078001438,0.41480949,0.318116463,390070,LOWER BUCKS HOSPITAL
0.301222142,0.952192667,0.872753415,0.759884975,0.902588066,0.885693746,0.318116463,150065,SCHNECK MEDICAL CENTER
0.411574407,0.808051761,0.449676492,0.981308411,0.212437096,0.549964055,0.31883537,20026,ALASKA NATIVE MEDICAL CENTER
0.361969806,0.86736161,0.779654925,0.966570812,0.269230769,0.636232926,0.31883537,50417,SUTTER COAST HOSPITAL
0.309130122,0.575125809,0.384255931,0.671099928,0.514378145,0.636232926,0.319554277,370020,MERCY HOSPITAL ADA
0.408698778,0.08519051,0.147016535,0.001437815,0.290438533,0.455787203,0.319554277,450395,MEMORIAL MEDICAL CENTER LIVINGSTON
0.326383896,0.912652768,0.833932423,0.94356578,0.824586628,0.330337886,0.319554277,380071,WILLAMETTE VALLEY MEDICAL CENTER
0.228612509,0.336089145,0.147016535,0.566498922,0.154565061,0.861969806,0.320632638,390118,BRADFORD REGIONAL MEDICAL CENTER
0.264917326,0.260244428,0.468368081,0.566498922,0.49604601,0.202372394,0.320992092,230037,HILLSDALE COMMUNITY HEALTH CENTER
0.229331416,0.902588066,0.468368081,0.410136592,0.975916607,0,0.321351546,450864,TEXAS SPINE AND JOINT HOSPITAL
0.449676492,0.539539899,0.743709561,0.001437815,0.190150971,0.904385334,0.321351546,100288,ST MARY'S MEDICAL CENTER
0.405463695,0.264198418,0.186556434,0.876707405,0.212437096,0.214953271,0.322070453,60011,DENVER HEALTH MEDICAL CENTER
0.285046729,0.066139468,0.047807333,0.671099928,0.107117182,0.455787203,0.322429907,50378,PACIFICA HOSPITAL OF THE VALLEY
0.264557872,0.524802301,0.429187635,0.876707405,0.269230769,0.41480949,0.322429907,330074,F F THOMPSON HOSPITAL
0.326024443,0.304097771,0.671459382,0.001437815,0.139468009,0.70992092,0.323148814,180019,MEADOWVIEW REGIONAL MEDICAL CENTER
0.485621855,0.309130122,0.889647735,0.566498922,0.121135873,0.268152408,0.323148814,50194,WATSONVILLE COMMUNITY HOSPITAL
0.30194105,0.508986341,0.370596693,0.759884975,0.514378145,0.425952552,0.323867721,440081,LECONTE MEDICAL CENTER
0.287562904,0.91984184,0.726455787,0.826024443,0.888928828,0.714234364,0.324227175,180025,FLAGET MEMORIAL HOSPITAL (MEMBER OF SAINT JOSEPH H
0.306613947,0.940690151,0.945003595,0.917325665,0.60891445,0.800862689,0.324227175,240214,MAPLE GROVE HOSPITAL
0.318475917,0.959741193,0.779654925,0.876707405,0.924514738,0.800862689,0.324946082,520091,HOWARD YOUNG MEDICAL CTR
0.307332854,0.819194824,0.400071891,0.671099928,0.49604601,0.959741193,0.324946082,160104,TRINITY BETTENDORF
0.378864127,0.927030913,0.694823868,0.826024443,0.249101366,0.994608196,0.324946082,50586,CHINO VALLEY MEDICAL CENTER
0.291157441,0.938533429,0.847232207,0.410136592,0.980948958,0.714234364,0.326024443,450604,HILL COUNTRY MEMORIAL HOSPITAL INC
0.309849029,0.012940331,0.100647017,0.410136592,0.445003595,0.119698059,0.326024443,70008,JOHNSON MEMORIAL HOSPITAL
0.362688713,0.144140906,0.129403307,0.001437815,0.552839684,0.41480949,0.32674335,110046,CLEARVIEW  REGIONAL MEDICAL CENTER
0.372034508,0.091660676,0.575125809,0.001437815,0.323867721,0.166427031,0.327102804,150047,ST JOSEPH HOSPITAL
0.291876348,0.354061826,0.121135873,0.566498922,0.323867721,0.800862689,0.327102804,370218,"SAINT FRANCIS HOSPITAL SOUTH, LLC"
0.279295471,0.961897915,0.743709561,0.826024443,0.932063264,0,0.327821711,370235,"ST JOHN BROKEN ARROW, INC"
0.425952552,0.186556434,0.370596693,0.001437815,0.054996405,0.774622574,0.328181165,100291,WUESTHOFF MEDICAL CENTER - MELBOURNE
0.297627606,0.688353702,0.565061107,0.671099928,0.49604601,0.740115025,0.328540618,470024,NORTHWESTERN MEDICAL CENTER INC
0.416606758,0.612508986,0.534867002,0.759884975,0.620416966,0.369877786,0.328540618,290032,NORTHERN NEVADA MEDICAL CENTER
0.33465133,0.849029475,0.25449317,0.410136592,0.697699497,0.994248742,0.328540618,190202,OCHSNER MEDICAL CENTER - BATON ROUGE
0.313443566,0.74946082,0.507548526,0.917325665,0.697699497,0.239396118,0.329618979,330276,NATHAN LITTAUER HOSPITAL
0.412652768,0.415528397,0.565061107,0.826024443,0.212437096,0.268152408,0.329978433,320063,CARLSBAD MEDICAL CENTER
0.501078361,0.449317038,0.956146657,0.001437815,0.190150971,0.594536305,0.329978433,310040,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER
0.356937455,0.332854062,0.489216391,0.001437815,0.765636233,0.239396118,0.33069734,670044,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL
0.284327822,0.84255931,0.445003595,0.671099928,0.739755572,0.904385334,0.331056794,520045,THEDA CLARK MEDICAL CENTER
0.315240834,0.370596693,0.370596693,0.566498922,0.5891445,0.330337886,0.331416247,360080,EAST OHIO REGIONAL HOSPITAL
0.305535586,0.878504673,0.933141625,0.566498922,0.824586628,0,0.331416247,150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR
0.273903666,0.154924515,0.429187635,0.410136592,0.53271028,0.155643422,0.331416247,180070,TWIN LAKES REGIONAL MEDICAL CENTER
0.291516894,0.625089863,0.547447879,0.671099928,0.751976995,0.330337886,0.332494608,240088,RICE MEMORIAL HOSPITAL
0.313803019,0.785406183,0.714953271,0.826024443,0.739755572,0.330337886,0.332494608,520097,ST MARYS HOSPITAL MEDICAL CTR
0.304816679,0.865564342,0.424874191,0.759884975,0.212437096,0.994608196,0.333213515,130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA
0.278936017,0.165708124,0.260963336,0.001437815,0.572609633,0.268152408,0.333572969,390037,HERITAGE VALLEY SEWICKLEY
0.308051761,0.657800144,0.925593098,0.966570812,0.190150971,0.124370956,0.333932423,110104,CRISP REGIONAL HOSPITAL
0.394320633,0.074766355,0.656721783,0.001437815,0.323867721,0.13659238,0.334291876,440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER
0.325305536,0.933860532,0.974478792,0.876707405,0.514378145,0.861969806,0.334291876,290049,RENOWN SOUTH MEADOWS MEDICAL CENTER
0.320632638,0.354780733,0.207045291,0.671099928,0.065061107,0.844716032,0.335010784,70012,ROCKVILLE GENERAL HOSPITAL
0.327102804,0.767433501,0.166067577,0.671099928,0.932063264,0.521926671,0.335370237,110002,UPSON REGIONAL MEDICAL CENTER
0.286843997,0.668583753,0.694823868,0.917325665,0.269230769,0.330337886,0.335729691,240043,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA
0.424874191,0.920920201,0.950035945,0.566498922,0.834291876,0.890726096,0.336089145,100125,HOMESTEAD HOSPITAL
0.471603163,0.207045291,0.215312725,0.001437815,0.620416966,0.369877786,0.336448598,450659,PARK PLAZA HOSPITAL
0.306254493,0.820632638,0.91876348,0.671099928,0.801222142,0.425952552,0.336808052,520009,ST ELIZABETH HOSPITAL
0.373472322,0.925593098,0.893961179,0.826024443,0.895758447,0.549964055,0.337167505,340106,SANDHILLS REGIONAL MEDICAL CENTER
0.346872753,0.607117182,0.172537743,0.759884975,0.620416966,0.636232926,0.337526959,110150,OCONEE REGIONAL MEDICAL CENTER
0.37922358,0.735082674,0.820273185,0.671099928,0.49604601,0.636232926,0.337526959,150133,KOSCIUSKO COMMUNITY HOSPITAL
0.358734723,0.92379583,0.429187635,0.966570812,0.49604601,0.904385334,0.337526959,380025,LEGACY MOUNT HOOD MEDICAL CENTER
0.370956147,0.073328541,0.231847592,0.566498922,0.380661395,0.139108555,0.33860532,420038,GHS  LAURENS COUNTY MEMORIAL HOSPITAL
0.323508267,0.749820273,0.639468009,0.410136592,0.751976995,0.783249461,0.338964774,140026,ST MARYS HOSPITAL
0.390726096,0.308411215,0.348670022,0.566498922,0.170740474,0.636232926,0.339324227,450289,HARRIS HEALTH SYSTEM
0.438533429,0.554996405,0.992810927,0.566498922,0.620416966,0.145938174,0.339683681,250123,GARDEN PARK MEDICAL CENTER
0.314521927,0.933141625,0.709561467,0.410136592,0.952911574,0.904385334,0.339683681,420033,GHS GREER MEMORIAL HOSPITAL
0.416247304,0.525521208,0.933141625,0.566498922,0.514378145,0.239396118,0.340402588,250138,MERIT HEALTH RIVER OAKS
0.420201294,0.054636952,0.507548526,0.001437815,0.029115744,0.330337886,0.340762042,50211,ALAMEDA HOSPITAL
0.341840403,0.478792236,0.339683681,0.759884975,0.572609633,0.320992092,0.341121495,270023,COMMUNITY MEDICAL CENTER
0.389647735,0.500359454,0.914090582,0.001437815,0.5891445,0.369877786,0.341121495,100200,BROWARD HEALTH IMPERIAL POINT
0.384974838,0.482386772,0.449676492,0.671099928,0.290438533,0.636232926,0.341121495,340144,DAVIS REGIONAL MEDICAL CENTER
0.472681524,0.460819554,0.429187635,0.001437815,0.686196981,0.594536305,0.342199856,50506,SIERRA VISTA REGIONAL MEDICAL CENTER
0.348310568,0.897555715,0.726455787,0.759884975,0.552839684,0.959741193,0.34255931,130014,WEST VALLEY MEDICAL CENTER
0.387491014,0.506470165,0.709561467,0.001437815,0.850107836,0.239396118,0.342918763,150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL
0.228971963,0.719266715,0.771746945,0.001437815,0.834291876,0,0.343278217,360351,CRYSTAL CLINIC ORTHOPAEDIC CENTER
0.483824587,0.708123652,0.992810927,0.410136592,0.462616822,0.549964055,0.343278217,60065,NORTH SUBURBAN MEDICAL CENTER
0.381380302,0.64054637,0.129403307,0.917325665,0.323867721,0.714234364,0.343278217,50042,ST ELIZABETH COMMUNITY HOSPITAL
0.322070453,0.397196262,0.245147376,0.671099928,0.401150252,0.549964055,0.344356578,30118,YAVAPAI REGIONAL MEDICAL CENTER-EAST CAMPUS
0.328900072,0.873831776,0.429187635,0.966570812,0.653846154,0.549964055,0.344716032,390138,WAYNESBORO HOSPITAL
0.253055356,0.494608196,0.639468009,0.671099928,0.445003595,0.41480949,0.344716032,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM
0.293314162,0.64054637,0.129403307,0.876707405,0.811646298,0.268152408,0.345434939,170120,LABETTE HEALTH
0.367721064,0.496764917,0.940690151,0.001437815,0.552839684,0.369877786,0.345434939,280132,BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL
0.285765636,0.926312006,0.785406183,0.671099928,0.71387491,0.974478792,0.346153846,180043,MEMORIAL HOSPITAL
